p	max 	2000	1000
a	131	961	5360
a	1873	926	1964
a	717	133	5024
a	870	1792	277
a	1373	138	6335
a	1513	1680	3167
a	1225	1950	7446
a	1058	67	8308
a	775	1692	4594
a	477	121	4354
a	1707	1903	6947
a	922	998	7045
a	1690	813	7042
a	899	1947	4919
a	1870	297	3911
a	1094	1139	9204
a	540	466	8892
a	801	1973	630
a	402	1366	7212
a	692	856	1471
a	22	1900	3115
a	1039	1290	8203
a	925	779	490
a	487	1284	9673
a	1415	36	9147
a	602	383	776
a	1834	718	8786
a	721	598	6069
a	182	164	2538
a	103	1884	4983
a	1698	591	2567
a	896	904	6375
a	1604	126	9579
a	963	280	1636
a	1981	542	7676
a	1885	745	1578
a	1581	1935	3097
a	693	1315	2764
a	89	507	8876
a	667	1451	7178
a	932	86	4788
a	207	115	1877
a	1425	1583	8970
a	1521	997	3864
a	1888	789	3612
a	799	562	1877
a	1386	1325	6262
a	767	773	309
a	1654	1967	4979
a	504	1850	4150
a	1591	450	1294
a	1458	550	1154
a	1559	1696	5904
a	1952	671	3640
a	545	1116	2449
a	461	734	75
a	325	1083	3345
a	739	817	3655
a	34	132	3505
a	356	350	641
a	788	1531	2391
a	87	1636	6589
a	625	901	1625
a	1045	276	9607
a	643	1273	1217
a	1559	1694	340
a	674	1810	9068
a	1305	946	5802
a	159	1523	9569
a	1843	701	2710
a	1001	1705	6266
a	813	1328	4349
a	1235	773	233
a	763	871	9847
a	1941	1065	2223
a	1498	811	6338
a	772	1109	6813
a	59	124	765
a	994	903	1021
a	1427	1491	5089
a	1863	1927	8284
a	551	626	3682
a	534	560	8271
a	1684	477	6550
a	500	1130	7415
a	602	1893	2526
a	452	662	7699
a	106	887	7985
a	1269	339	2074
a	1759	171	7403
a	1356	532	5250
a	1095	245	8697
a	1597	1875	2087
a	464	932	8476
a	717	78	8229
a	1924	366	2914
a	843	1302	8740
a	708	1072	5953
a	1037	464	6734
a	641	837	9938
a	488	1171	7583
a	982	1705	2873
a	599	983	9512
a	1711	690	3837
a	1498	1392	7171
a	819	874	7705
a	188	633	8271
a	1772	393	9145
a	1712	1202	8868
a	1479	1193	8576
a	1460	697	5081
a	566	760	3365
a	1149	1426	4322
a	1214	1635	243
a	1511	812	9141
a	652	1223	1680
a	877	912	6390
a	862	1451	749
a	451	1842	8127
a	750	897	943
a	1914	1963	3917
a	1491	1677	1336
a	857	1698	9683
a	725	1547	77
a	695	582	3093
a	795	828	6542
a	1775	80	2880
a	312	926	1867
a	1394	1933	714
a	595	1161	6140
a	1104	773	8557
a	565	564	387
a	1571	106	4434
a	1968	1661	2624
a	1055	634	6697
a	259	1397	1714
a	1940	935	2613
a	543	568	7183
a	203	1627	1386
a	888	1335	9579
a	161	737	743
a	1200	1259	719
a	1368	264	1854
a	297	436	3128
a	1561	1764	2064
a	1974	1612	7947
a	1223	1883	475
a	1894	1952	1517
a	1683	174	3195
a	1669	211	1190
a	971	246	2251
a	720	1239	4870
a	1353	702	973
a	1925	156	445
a	1068	668	5165
a	1917	48	2702
a	329	878	2288
a	1405	1266	6684
a	229	203	2810
a	132	1576	275
a	1964	1049	4785
a	915	667	6244
a	1520	1083	9994
a	1169	1112	7320
a	1795	1340	5587
a	1661	430	897
a	761	853	736
a	614	401	6856
a	1311	64	788
a	1910	1973	132
a	570	1113	6286
a	1717	1838	1542
a	1673	1991	6841
a	773	1055	5353
a	583	879	9839
a	230	1437	5607
a	1641	66	6210
a	934	764	8482
a	1875	935	267
a	16	898	7642
a	649	1404	1215
a	911	1482	9811
a	1070	122	2037
a	584	1266	6409
a	245	1776	3019
a	1395	1581	3662
a	650	154	3557
a	705	423	473
a	1379	762	4442
a	1382	49	9572
a	1162	259	2750
a	50	267	8639
a	1484	73	2537
a	575	1955	3553
a	1500	818	3378
a	1343	1128	5268
a	1538	1116	4471
a	1108	664	104
a	1334	1467	7767
a	1903	1049	1951
a	1391	899	6569
a	37	121	8685
a	1450	244	7125
a	1746	424	5321
a	34	1316	6118
a	1435	54	151
a	642	1402	4007
a	1126	1700	674
a	498	844	8883
a	707	845	4752
a	844	442	176
a	789	161	7985
a	794	1078	6786
a	374	261	1344
a	973	1851	9305
a	1584	961	4359
a	1648	214	3582
a	515	1853	886
a	353	135	5017
a	1388	816	1320
a	240	1971	4811
a	1754	1011	9349
a	1684	1100	7339
a	1918	1589	6962
a	964	1147	2456
a	1435	1488	6530
a	869	1103	8033
a	825	1166	2876
a	1664	287	9929
a	168	391	6667
a	247	635	2193
a	1207	1339	6574
a	1003	1135	581
a	1606	585	2336
a	1438	239	6166
a	1166	1829	8980
a	954	1399	8761
a	905	629	2570
a	1947	1551	3594
a	1512	1119	309
a	1541	88	7474
a	619	160	2095
a	1357	209	6269
a	420	560	5705
a	897	700	5702
a	735	3	2411
a	428	791	5524
a	1527	1720	5986
a	116	430	794
a	243	917	226
a	443	1952	3556
a	364	354	9662
a	1331	776	3331
a	120	1948	3219
a	1413	327	4196
a	525	837	4723
a	727	1602	8416
a	1514	853	183
a	813	1884	1891
a	1228	158	6553
a	1587	1686	1884
a	1715	1699	4826
a	286	275	2347
a	1441	1949	842
a	546	1787	8711
a	1145	445	7321
a	1598	335	9839
a	69	368	8665
a	1177	1349	8047
a	1552	791	6834
a	439	1123	8549
a	1428	455	2179
a	708	1420	2821
a	690	1126	5774
a	1866	344	6621
a	1429	1317	2776
a	128	1603	8591
a	1312	450	9286
a	142	854	3003
a	420	928	4942
a	273	741	6829
a	1174	1527	5629
a	670	832	7343
a	341	1153	3536
a	799	14	3324
a	330	780	8608
a	710	318	6434
a	727	1059	8764
a	431	584	2090
a	914	764	1352
a	1454	1984	328
a	1894	246	7048
a	398	244	24
a	161	638	8243
a	278	1440	7836
a	352	1533	8764
a	1035	746	1523
a	624	1200	1843
a	369	1286	2348
a	482	1884	6093
a	698	1691	1117
a	141	1379	3032
a	1573	1395	9817
a	1701	345	3316
a	1343	247	5364
a	932	162	934
a	174	1588	3529
a	1431	1581	631
a	1424	690	9648
a	1387	838	1095
a	1269	206	8584
a	590	1020	6171
a	1095	1333	8241
a	1156	1289	4619
a	76	507	1908
a	425	1122	9979
a	1349	806	9650
a	618	397	1465
a	1380	241	6681
a	943	1504	135
a	1956	336	4586
a	1367	611	1875
a	160	831	7203
a	1020	736	4256
a	1622	1323	3347
a	1563	1890	6670
a	932	1342	7729
a	496	1991	6574
a	1604	1405	6359
a	1791	1725	3166
a	462	1866	5088
a	727	37	8499
a	1056	1173	2641
a	1760	1977	8812
a	1338	1120	1205
a	1959	935	6995
a	802	1770	6673
a	1848	1956	3064
a	811	1184	7414
a	258	1027	6802
a	1091	1491	6286
a	1486	79	2308
a	989	1571	1601
a	1454	116	2772
a	1362	213	6982
a	1332	975	7841
a	417	1374	1048
a	474	1101	7327
a	1668	1035	1954
a	1949	15	2527
a	1976	1065	3027
a	73	973	4262
a	580	170	4605
a	1288	216	5707
a	257	632	6389
a	83	1905	3449
a	1033	521	8777
a	1409	1523	6680
a	533	1989	2721
a	508	379	1290
a	1849	533	4959
a	1451	559	6969
a	1852	844	8051
a	1304	789	8994
a	1525	1622	2507
a	1460	1873	3673
a	1113	1783	3408
a	1897	205	5095
a	1142	1753	637
a	698	596	741
a	1891	1005	5783
a	403	1328	4735
a	547	1719	5830
a	1012	372	9149
a	1740	294	1807
a	113	436	5172
a	1933	1789	4863
a	439	923	1967
a	216	1931	8518
a	159	597	3980
a	25	264	7255
a	1128	1040	2769
a	1704	1359	9719
a	1324	520	9309
a	948	144	7853
a	1577	967	49
a	1552	1304	8258
a	436	347	3360
a	790	695	6536
a	35	376	4557
a	13	1177	5835
a	143	1578	9421
a	1634	650	2780
a	816	412	5817
a	842	952	6225
a	731	458	9009
a	1313	1660	8523
a	314	1962	5725
a	1147	254	2681
a	1198	265	7673
a	356	148	8894
a	1495	563	9476
a	753	1033	5988
a	643	1635	7025
a	978	1423	5827
a	1325	974	8204
a	1397	60	2948
a	124	118	2938
a	880	1079	3915
a	4	1168	7744
a	227	735	376
a	1186	1123	6792
a	66	1036	8035
a	1273	788	1989
a	1321	1215	6455
a	980	581	9217
a	1234	392	4817
a	1504	355	3486
a	1581	523	7177
a	85	1070	445
a	1822	186	9580
a	1169	1606	5178
a	763	1780	1016
a	1179	334	5244
a	1305	1387	6508
a	1323	66	6155
a	1094	1729	2132
a	262	1150	7616
a	308	583	6589
a	1681	1495	4318
a	1480	1084	2842
a	695	1228	1809
a	1007	100	6696
a	1486	1698	6153
a	1689	1642	3564
a	1052	1503	8517
a	1260	704	8747
a	951	796	6260
a	749	1305	9950
a	1864	149	4727
a	336	1303	2352
a	1160	265	6191
a	1176	1838	7982
a	694	1193	3662
a	197	1376	4016
a	1937	942	3072
a	1909	1133	3910
a	1444	1835	3301
a	835	1572	1806
a	253	1041	5350
a	1617	1085	7851
a	491	1280	7451
a	1290	1272	9603
a	1797	596	9281
a	1739	475	3290
a	541	1752	9669
a	1907	1763	1472
a	1727	52	7366
a	21	678	5160
a	1552	1715	902
a	970	1053	1959
a	439	763	7300
a	1753	1002	8126
a	1455	1142	7780
a	507	417	9528
a	502	183	2837
a	1004	801	3523
a	557	122	2452
a	1568	845	7071
a	1329	436	9047
a	1153	79	4754
a	1010	1830	6215
a	413	1507	8501
a	557	1278	8087
a	260	1794	9299
a	257	640	9172
a	416	541	2992
a	350	1606	5618
a	1697	323	2051
a	925	1895	3170
a	962	777	9118
a	741	774	4143
a	1327	1824	5375
a	181	1341	3661
a	1452	1587	9692
a	1624	100	6450
a	1413	1166	4969
a	1634	887	4432
a	903	1540	2253
a	1664	101	4957
a	1992	850	2848
a	106	321	6598
a	1716	517	6097
a	1048	1590	9937
a	300	867	6988
a	1523	1640	2861
a	4	519	687
a	1991	213	2775
a	442	1620	5695
a	1658	276	5124
a	844	250	6010
a	117	1762	3852
a	364	1297	5958
a	62	176	2577
a	1538	377	650
a	17	1552	2413
a	1067	1388	8906
a	536	938	5736
a	615	1175	213
a	1396	823	2835
a	1077	1263	4040
a	804	806	7209
a	1514	1796	1299
a	1802	228	6076
a	1430	76	4219
a	1623	1782	9014
a	717	1521	733
a	34	1209	8938
a	26	496	3343
a	259	753	902
a	539	156	7861
a	1363	860	1683
a	1746	1602	5938
a	1847	913	7786
a	1970	632	2478
a	1937	93	572
a	1138	398	3994
a	1625	1126	8891
a	1788	1813	8325
a	320	683	7412
a	1818	1227	1743
a	1017	1249	2844
a	1225	388	1315
a	24	1282	1509
a	918	1468	1673
a	1659	1244	7349
a	565	493	2469
a	1044	1688	5952
a	1067	66	3264
a	1999	853	8160
a	228	356	2269
a	88	687	9949
a	597	264	6792
a	1345	879	6028
a	535	174	3185
a	1042	417	7049
a	1650	842	5529
