p	max	500	5000
a	17	207	988
a	71	276	658
a	292	455	85
a	316	477	533
a	463	158	578
a	197	462	548
a	272	27	186
a	468	375	197
a	22	26	927
a	172	290	365
a	220	54	418
a	79	381	511
a	262	311	1000
a	428	75	566
a	471	231	861
a	129	98	474
a	385	442	674
a	186	343	734
a	276	213	369
a	48	348	280
a	30	92	906
a	495	304	713
a	336	103	517
a	209	239	878
a	247	448	962
a	156	257	726
a	485	475	918
a	56	149	990
a	132	298	147
a	143	426	865
a	354	377	768
a	303	304	412
a	218	280	554
a	321	17	822
a	491	321	178
a	143	328	987
a	146	156	436
a	166	219	46
a	136	410	197
a	123	282	681
a	397	493	778
a	317	182	867
a	377	411	834
a	320	117	797
a	302	197	703
a	236	313	63
a	429	190	706
a	164	61	634
a	225	57	110
a	297	468	519
a	139	489	730
a	233	359	233
a	49	85	389
a	286	266	928
a	129	477	773
a	432	42	521
a	438	496	985
a	319	343	518
a	381	250	894
a	418	100	947
a	475	125	367
a	461	2	894
a	81	230	638
a	172	187	46
a	252	137	921
a	348	404	305
a	441	46	671
a	276	233	355
a	228	226	721
a	493	258	664
a	24	241	950
a	85	456	514
a	43	76	514
a	299	486	20
a	312	27	194
a	354	426	761
a	156	148	367
a	203	147	539
a	133	228	271
a	85	155	133
a	194	498	371
a	86	204	400
a	472	208	957
a	113	371	882
a	27	143	138
a	448	23	688
a	107	234	119
a	331	482	893
a	245	104	158
a	93	164	441
a	383	478	238
a	121	43	835
a	211	169	813
a	202	492	490
a	59	365	520
a	187	400	177
a	481	179	365
a	376	471	798
a	36	107	267
a	258	445	323
a	12	236	337
a	68	260	672
a	201	189	882
a	22	445	83
a	462	52	539
a	144	331	618
a	456	77	148
a	48	6	244
a	183	392	873
a	357	405	227
a	485	160	865
a	200	336	437
a	318	256	518
a	413	52	568
a	449	320	678
a	53	255	939
a	251	58	739
a	398	37	250
a	265	336	864
a	53	401	62
a	479	491	409
a	26	195	903
a	175	486	161
a	382	190	151
a	499	495	113
a	233	319	922
a	395	24	609
a	442	85	958
a	372	150	20
a	428	96	996
a	211	272	511
a	346	489	484
a	291	424	346
a	182	147	652
a	177	305	548
a	34	154	595
a	125	91	231
a	115	93	753
a	372	436	487
a	181	330	461
a	427	87	739
a	479	152	513
a	461	445	705
a	191	276	488
a	375	91	594
a	252	262	348
a	274	224	597
a	113	72	312
a	313	382	199
a	131	390	232
a	460	330	534
a	155	284	18
a	19	317	473
a	231	414	604
a	472	55	596
a	436	402	770
a	131	164	15
a	26	402	644
a	62	460	182
a	264	259	896
a	51	125	147
a	14	371	418
a	496	284	298
a	166	414	44
a	154	382	892
a	168	78	985
a	259	153	991
a	102	491	68
a	69	242	631
a	112	347	123
a	130	406	349
a	173	340	925
a	457	225	526
a	206	292	902
a	151	381	89
a	69	20	745
a	130	184	156
a	386	302	73
a	315	124	162
a	305	134	615
a	328	225	858
a	272	329	610
a	92	74	711
a	277	40	691
a	386	449	489
a	319	306	914
a	233	53	913
a	370	326	113
a	82	338	286
a	390	27	39
a	72	452	378
a	10	6	451
a	394	185	158
a	260	337	783
a	449	264	713
a	322	54	12
a	450	99	700
a	436	50	228
a	57	195	415
a	260	480	380
a	100	231	639
a	275	229	176
a	483	70	693
a	66	162	378
a	380	454	993
a	374	236	60
a	127	492	306
a	199	19	864
a	492	31	544
a	246	42	890
a	74	331	580
a	278	337	872
a	154	291	318
a	374	398	8
a	71	362	797
a	145	492	271
a	293	188	13
a	338	358	163
a	88	321	669
a	362	243	214
a	443	94	833
a	432	461	170
a	70	339	84
a	414	348	815
a	234	88	277
a	415	173	305
a	310	413	24
a	12	303	86
a	116	203	925
a	408	4	166
a	443	429	787
a	399	462	951
a	77	224	860
a	115	21	471
a	208	337	749
a	423	500	81
a	210	259	478
a	120	381	711
a	57	396	757
a	366	134	42
a	6	55	194
a	11	335	708
a	232	230	553
a	162	209	235
a	167	64	911
a	280	284	575
a	483	311	924
a	270	379	338
a	440	98	690
a	242	229	864
a	119	105	577
a	137	151	145
a	320	406	492
a	368	418	156
a	497	258	6
a	160	446	924
a	421	9	639
a	160	301	340
a	329	426	630
a	37	121	281
a	212	497	322
a	350	274	28
a	297	422	105
a	70	157	529
a	97	17	451
a	340	371	15
a	36	148	960
a	335	184	415
a	489	232	536
a	254	40	394
a	384	332	716
a	408	322	78
a	45	115	861
a	24	274	928
a	116	184	183
a	408	241	408
a	229	359	23
a	162	416	508
a	381	44	554
a	67	485	126
a	441	216	507
a	464	215	903
a	337	95	303
a	346	167	50
a	241	443	753
a	134	228	617
a	497	226	570
a	423	254	714
a	413	420	403
a	128	316	1000
a	51	420	265
a	53	254	1000
a	29	357	975
a	322	145	335
a	327	384	799
a	448	295	587
a	249	460	340
a	321	47	273
a	341	36	602
a	53	400	621
a	365	350	371
a	74	304	989
a	492	103	203
a	350	93	841
a	457	281	26
a	95	299	802
a	140	282	683
a	14	263	98
a	71	306	22
a	374	353	523
a	141	128	998
a	306	193	986
a	362	297	40
a	406	44	475
a	476	160	155
a	117	178	775
a	116	109	835
a	480	385	674
a	92	22	749
a	384	199	784
a	408	205	30
a	438	441	762
a	81	156	239
a	263	198	771
a	447	421	349
a	489	375	246
a	34	10	781
a	147	473	503
a	135	264	98
a	229	125	533
a	285	443	649
a	125	188	572
a	346	187	226
a	275	381	631
a	208	71	791
a	389	30	244
a	199	379	468
a	389	175	432
a	431	356	105
a	180	36	257
a	39	419	999
a	294	228	131
a	388	105	328
a	228	360	279
a	161	305	931
a	380	419	49
a	331	97	272
a	189	131	832
a	169	239	914
a	170	304	820
a	340	128	646
a	160	486	45
a	288	299	323
a	64	241	586
a	409	442	356
a	338	496	388
a	282	168	830
a	487	38	907
a	236	358	811
a	454	309	39
a	301	414	578
a	432	339	432
a	231	93	659
a	442	276	775
a	305	52	870
a	13	379	72
a	487	260	364
a	10	451	442
a	101	386	5
a	376	127	626
a	343	325	774
a	257	58	59
a	187	185	593
a	405	98	217
a	305	278	232
a	34	332	779
a	310	33	623
a	475	226	990
a	438	490	569
a	44	117	382
a	101	356	354
a	233	52	112
a	310	208	688
a	451	26	323
a	128	87	390
a	152	93	492
a	190	437	867
a	10	7	695
a	253	267	640
a	389	481	379
a	228	95	226
a	321	427	782
a	11	435	430
a	322	55	74
a	242	254	479
a	299	269	94
a	271	227	420
a	223	250	666
a	375	431	885
a	199	125	602
a	455	23	674
a	99	57	528
a	227	76	155
a	247	145	834
a	445	398	176
a	320	216	841
a	273	182	728
a	481	36	387
a	26	137	7
a	433	185	323
a	254	339	55
a	178	335	351
a	405	420	784
a	196	383	527
a	305	80	569
a	475	288	772
a	384	353	785
a	315	411	319
a	120	49	561
a	384	272	493
a	385	73	699
a	205	328	849
a	314	81	269
a	48	141	638
a	176	82	696
a	486	450	646
a	253	461	106
a	63	173	832
a	91	188	630
a	156	496	718
a	470	16	56
a	147	239	224
a	425	497	870
a	344	366	189
a	331	88	310
a	425	147	938
a	363	459	925
a	145	173	376
a	170	264	509
a	250	58	243
a	355	413	892
a	273	146	497
a	193	475	876
a	468	203	559
a	142	396	121
a	329	139	271
a	429	160	536
a	49	260	969
a	411	445	780
a	382	128	764
a	443	12	234
a	26	28	846
a	396	446	995
a	291	80	313
a	44	392	146
a	64	374	926
a	376	72	744
a	233	321	925
a	215	465	620
a	159	254	161
a	272	402	466
a	7	216	131
a	125	151	532
a	253	322	883
a	294	396	758
a	9	268	625
a	263	387	521
a	403	4	686
a	191	109	491
a	285	248	566
a	412	253	634
a	240	476	575
a	5	122	951
a	209	471	24
a	464	276	969
a	75	490	932
a	460	288	602
a	283	249	822
a	375	407	257
a	217	109	225
a	425	24	556
a	227	388	928
a	397	418	925
a	278	431	733
a	207	364	613
a	283	436	806
a	331	384	507
a	248	482	553
a	382	188	731
a	73	59	826
a	221	147	202
a	97	429	305
a	305	152	5
a	258	270	839
a	102	9	326
a	381	94	949
a	404	139	835
a	7	30	811
a	290	14	881
a	438	446	481
a	186	463	993
a	205	481	391
a	43	458	962
a	333	172	408
a	441	138	769
a	450	456	326
a	441	100	964
a	289	40	940
a	270	385	631
a	399	39	884
a	312	247	717
a	214	93	40
a	252	256	127
a	113	78	763
a	241	17	209
a	403	367	563
a	412	487	747
a	307	203	859
a	401	114	611
a	351	242	595
a	133	331	865
a	445	105	688
a	412	278	856
a	65	446	53
a	264	261	671
a	430	374	552
a	84	253	35
a	383	3	769
a	112	206	868
a	122	283	905
a	268	91	793
a	207	102	990
a	391	287	169
a	36	94	515
a	141	389	785
a	92	469	788
a	480	63	623
a	463	302	765
a	22	379	510
a	211	302	740
a	414	497	693
a	471	81	772
a	54	59	339
a	309	374	231
a	312	454	128
a	346	378	3
a	281	461	872
a	452	497	203
a	181	221	411
a	461	381	544
a	357	316	324
a	241	211	345
a	461	462	746
a	165	474	53
a	20	307	912
a	133	124	331
a	369	192	472
a	398	227	42
a	66	211	408
a	375	351	478
a	191	488	301
a	237	346	481
a	95	76	213
a	448	415	374
a	108	457	137
a	363	268	543
a	274	375	403
a	27	85	970
a	317	179	961
a	212	479	909
a	268	281	415
a	364	242	635
a	468	176	76
a	396	181	725
a	35	463	987
a	49	360	314
a	25	112	194
a	315	410	748
a	291	405	340
a	295	453	531
a	499	86	12
a	489	44	401
a	324	107	528
a	162	410	836
a	385	249	578
a	372	383	357
a	312	482	429
a	314	176	341
a	333	116	633
a	336	280	375
a	6	154	375
a	101	232	29
a	360	430	928
a	87	69	933
a	52	492	76
a	417	185	183
a	299	61	241
a	157	40	58
a	270	377	736
a	398	306	23
a	80	202	268
a	407	401	398
a	446	489	874
a	179	302	27
a	269	400	708
a	327	414	374
a	242	370	518
a	270	10	128
a	118	336	255
a	249	423	322
a	469	170	766
a	458	189	813
a	231	416	462
a	166	341	361
a	197	353	173
a	179	234	830
a	406	407	946
a	142	397	683
a	64	425	744
a	69	200	201
a	73	141	411
a	456	259	604
a	164	92	356
a	230	469	533
a	453	186	138
a	420	309	280
a	201	162	809
a	150	357	484
a	414	446	473
a	129	62	118
a	475	188	397
a	314	229	83
a	334	224	579
a	486	495	583
a	471	25	547
a	423	410	466
a	78	229	359
a	275	355	82
a	30	411	696
a	343	176	361
a	91	155	807
a	318	406	113
a	321	402	138
a	483	341	520
a	146	287	464
a	437	300	456
a	216	487	82
a	86	13	130
a	5	121	873
a	29	355	755
a	288	35	656
a	398	40	251
a	56	63	1
a	322	286	107
a	14	491	961
a	146	227	664
a	496	100	381
a	354	30	317
a	407	8	677
a	47	97	224
a	88	110	859
a	89	475	939
a	500	411	846
a	112	163	74
a	278	142	403
a	226	183	364
a	46	154	623
a	301	295	555
a	487	60	490
a	197	470	154
a	272	51	604
a	70	108	543
a	231	59	592
a	164	112	268
a	93	54	285
a	130	32	548
a	444	448	426
a	500	40	116
a	409	24	336
a	103	210	713
a	324	141	314
a	287	27	549
a	384	298	969
a	103	291	741
a	452	105	778
a	220	477	361
a	11	90	562
a	336	337	290
a	394	49	640
a	253	500	748
a	181	343	768
a	276	61	797
a	186	447	527
a	63	151	624
a	404	345	776
a	191	51	22
a	484	15	485
a	158	200	767
a	399	38	968
a	313	161	73
a	170	250	46
a	208	57	465
a	488	473	818
a	265	407	736
a	407	473	408
a	318	236	691
a	89	228	69
a	492	167	325
a	331	99	923
a	155	273	845
a	492	54	763
a	240	167	411
a	203	45	127
a	140	474	76
a	402	349	275
a	207	466	324
a	359	311	565
a	179	181	138
a	316	106	906
a	326	87	134
a	222	132	332
a	457	21	736
a	187	364	165
a	150	80	734
a	468	371	46
a	276	268	315
a	315	494	23
a	453	404	537
a	314	42	672
a	225	477	58
a	239	244	784
a	185	168	53
a	428	500	185
a	266	491	285
a	323	214	830
a	295	100	117
a	357	315	200
a	389	112	110
a	132	278	20
a	488	324	683
a	492	372	180
a	482	318	121
a	155	332	566
a	397	263	705
a	18	60	32
a	38	59	103
a	446	300	90
a	60	438	485
a	354	87	231
a	65	488	758
a	341	316	644
a	496	315	541
a	340	388	294
a	472	308	622
a	329	237	821
a	102	394	294
a	250	361	874
a	454	279	567
a	59	325	924
a	352	457	992
a	340	346	377
a	106	251	368
a	235	277	595
a	129	416	844
a	40	261	620
a	372	90	627
a	7	323	294
a	339	275	214
a	358	477	107
a	31	73	698
a	235	418	563
a	404	221	141
a	277	73	952
a	44	196	35
a	172	401	797
a	72	5	296
a	404	76	922
a	451	107	870
a	471	116	336
a	419	393	510
a	257	294	399
a	55	373	936
a	120	384	17
a	234	392	475
a	346	206	711
a	385	410	450
a	464	125	345
a	392	490	138
a	54	294	217
a	110	142	448
a	111	179	816
a	261	136	594
a	29	124	990
a	270	382	280
a	143	244	538
a	423	164	5
a	464	411	438
a	321	294	176
a	416	222	202
a	19	43	681
a	136	205	837
a	179	305	118
a	166	25	745
a	29	271	137
a	302	408	321
a	85	8	438
a	74	283	495
a	436	422	569
a	255	344	687
a	478	57	179
a	8	229	987
a	407	231	24
a	274	344	275
a	420	193	278
a	258	228	188
a	264	429	832
a	178	15	236
a	396	90	876
a	121	47	831
a	457	45	707
a	154	87	354
a	376	475	243
a	211	26	717
a	103	88	661
a	468	427	732
a	70	291	705
a	291	82	637
a	373	498	515
a	286	475	918
a	348	48	134
a	258	296	644
a	230	52	2
a	395	65	134
a	414	447	220
a	162	332	182
a	314	115	1000
a	138	293	54
a	286	245	450
a	208	417	789
a	262	130	428
a	300	465	959
a	10	251	558
a	157	376	691
a	347	22	47
a	239	44	434
a	423	405	177
a	357	401	966
a	266	419	187
a	91	154	444
a	275	467	991
a	422	294	919
a	63	80	945
a	460	124	905
a	354	475	771
a	299	454	645
a	378	469	233
a	416	250	205
a	470	429	175
a	165	401	215
a	185	307	576
a	479	49	366
a	29	354	553
a	27	321	275
a	113	275	722
a	250	92	728
a	433	404	386
a	231	455	321
a	216	36	81
a	307	399	341
a	17	85	311
a	278	284	983
a	409	419	943
a	255	82	310
a	457	120	302
a	406	35	751
a	487	396	253
a	255	176	613
a	150	36	809
a	384	444	984
a	272	353	667
a	304	82	759
a	281	326	602
a	229	408	639
a	499	190	359
a	372	432	664
a	465	114	541
a	471	60	879
a	312	411	268
a	24	15	642
a	447	55	554
a	162	165	223
a	474	115	770
a	111	122	272
a	461	343	680
a	392	418	530
a	484	8	573
a	285	41	598
a	147	184	159
a	147	41	409
a	18	326	480
a	8	496	209
a	85	238	234
a	237	483	129
a	321	8	199
a	194	310	506
a	218	432	800
a	19	321	291
a	378	58	126
a	340	242	496
a	250	112	40
a	248	401	518
a	141	80	100
a	481	29	553
a	64	99	807
a	220	237	7
a	383	355	253
a	384	408	346
a	334	396	105
a	120	24	622
a	21	206	63
a	408	44	982
a	77	248	654
a	115	61	422
a	484	206	461
a	488	137	570
a	152	416	445
a	147	359	621
a	167	190	5
a	299	270	604
a	251	9	31
a	143	433	958
a	320	398	669
a	270	44	363
a	308	359	941
a	351	67	310
a	479	414	643
a	65	126	999
a	85	115	178
a	29	475	663
a	194	282	74
a	38	395	916
a	298	492	73
a	354	84	326
a	344	34	623
a	481	351	811
a	50	460	722
a	88	39	45
a	352	347	751
a	278	183	310
a	481	57	999
a	168	189	845
a	451	447	122
a	206	183	100
a	499	427	326
a	139	202	275
a	451	332	282
a	82	16	501
a	232	445	58
a	77	267	292
a	465	41	212
a	157	403	801
a	120	385	535
a	428	330	71
a	67	410	655
a	48	494	313
a	342	256	19
a	290	423	389
a	366	138	720
a	134	252	232
a	67	43	647
a	204	368	485
a	380	145	518
a	111	291	352
a	104	179	828
a	323	467	229
a	308	37	610
a	42	393	469
a	119	101	581
a	322	312	137
a	271	369	586
a	131	450	697
a	60	484	365
a	122	157	685
a	14	444	731
a	17	104	88
a	409	454	899
a	141	7	395
a	202	55	852
a	355	495	836
a	140	193	893
a	69	182	46
a	480	155	517
a	207	88	93
a	226	499	773
a	304	216	393
a	489	236	952
a	390	298	657
a	183	225	275
a	103	398	582
a	34	371	825
a	404	97	483
a	395	302	288
a	6	132	71
a	262	18	50
a	48	394	283
a	33	314	462
a	333	487	56
a	318	261	148
a	418	359	102
a	132	457	219
a	446	169	789
a	422	438	360
a	336	179	566
a	251	64	853
a	86	3	697
a	161	440	691
a	241	106	654
a	252	366	293
a	15	178	463
a	38	241	877
a	114	331	455
a	369	142	648
a	28	63	256
a	421	88	454
a	260	218	435
a	412	269	11
a	62	469	457
a	65	320	156
a	28	332	197
a	283	393	82
a	37	234	971
a	487	62	132
a	164	227	384
a	480	200	245
a	406	32	393
a	373	179	356
a	1	410	759
a	83	2	274
a	248	195	101
a	348	102	936
a	106	48	592
a	126	55	375
a	385	5	624
a	410	496	548
a	305	238	893
a	346	498	346
a	384	219	291
a	276	473	459
a	295	399	693
a	423	346	401
a	390	417	302
a	135	102	491
a	101	332	162
a	465	480	284
a	346	357	351
a	106	357	46
a	147	477	414
a	10	111	287
a	87	15	851
a	369	366	124
a	360	119	702
a	181	119	150
a	256	338	742
a	303	452	972
a	256	449	630
a	494	337	582
a	137	66	900
a	425	351	12
a	166	38	367
a	448	263	345
a	193	68	627
a	142	15	244
a	455	444	420
a	467	402	886
a	145	106	307
a	164	466	185
a	278	334	875
a	298	408	865
a	268	368	163
a	341	294	473
a	400	184	753
a	481	28	139
a	448	195	199
a	47	357	962
a	340	465	864
a	35	421	881
a	145	293	320
a	310	360	561
a	64	258	796
a	410	306	310
a	102	206	451
a	257	141	676
a	44	339	556
a	10	463	891
a	480	417	399
a	172	431	430
a	82	45	693
a	414	500	727
a	346	470	735
a	348	360	190
a	404	170	628
a	215	248	56
a	452	222	340
a	186	494	215
a	152	50	667
a	426	433	211
a	461	24	257
a	72	457	990
a	162	87	215
a	183	463	773
a	186	337	12
a	319	31	997
a	413	70	97
a	403	208	587
a	497	221	242
a	252	65	148
a	446	97	740
a	284	324	234
a	214	13	856
a	294	181	79
a	66	12	888
a	379	63	637
a	252	295	701
a	380	364	546
a	56	10	160
a	321	122	99
a	434	443	717
a	180	171	138
a	5	448	662
a	479	409	350
a	136	49	561
a	259	333	827
a	40	203	412
a	131	20	255
a	64	209	268
a	397	201	203
a	326	177	997
a	26	149	56
a	429	184	126
a	50	47	227
a	97	8	731
a	410	231	97
a	174	116	272
a	35	302	441
a	201	58	433
a	97	121	327
a	106	249	926
a	126	252	710
a	201	139	471
a	55	81	439
a	384	276	373
a	96	46	351
a	404	223	919
a	405	130	209
a	135	25	491
a	182	92	916
a	452	306	422
a	148	75	489
a	149	254	759
a	256	252	130
a	275	328	379
a	58	184	839
a	48	382	34
a	205	136	748
a	295	10	584
a	389	449	420
a	493	141	462
a	351	371	569
a	247	418	840
a	109	445	925
a	57	226	943
a	136	207	695
a	86	87	977
a	170	466	396
a	189	342	372
a	216	300	491
a	89	34	375
a	388	444	725
a	249	420	796
a	155	72	382
a	86	416	34
a	329	429	833
a	457	352	252
a	19	489	107
a	117	278	139
