p	max	500	5000
a	276	364	1076
a	324	16	2822
a	253	150	3896
a	404	136	4304
a	432	241	2045
a	54	88	3851
a	239	212	1045
a	158	42	4668
a	21	498	2221
a	367	112	458
a	158	181	1697
a	24	185	4718
a	229	192	4226
a	33	445	2261
a	413	25	4035
a	90	134	836
a	109	362	4666
a	5	191	2854
a	366	410	3405
a	247	109	4871
a	85	370	1931
a	413	315	1180
a	492	276	2713
a	458	388	3923
a	445	138	2695
a	344	291	1406
a	434	413	2495
a	416	112	2846
a	403	362	4727
a	132	84	1269
a	351	96	4615
a	27	342	1766
a	104	419	940
a	412	484	656
a	145	231	1593
a	236	160	831
a	298	271	1882
a	271	464	1855
a	467	381	1853
a	51	122	1021
a	424	72	4850
a	320	105	4116
a	491	16	1088
a	329	205	1012
a	292	455	2171
a	476	356	97
a	259	150	487
a	478	302	736
a	13	411	375
a	306	231	4947
a	329	94	2670
a	46	29	3240
a	359	110	1439
a	255	169	4334
a	352	408	3396
a	97	91	1945
a	453	374	4326
a	477	272	39
a	282	366	178
a	286	302	4982
a	408	184	2006
a	138	353	445
a	257	85	3985
a	495	237	2521
a	172	64	285
a	176	3	1041
a	68	113	3600
a	31	399	3074
a	12	409	471
a	404	19	4456
a	34	16	3568
a	280	144	3859
a	228	206	1221
a	39	103	1932
a	422	373	4613
a	52	210	3532
a	470	97	2523
a	147	62	646
a	204	53	3268
a	403	424	230
a	261	74	3734
a	134	456	3241
a	392	183	3474
a	156	176	3881
a	42	59	2445
a	356	479	1901
a	85	135	763
a	449	43	3540
a	216	330	62
a	344	319	4886
a	17	367	4870
a	388	466	3093
a	249	375	2796
a	397	493	1823
a	38	481	4935
a	193	328	1029
a	302	346	3701
a	340	9	4576
a	17	26	3273
a	457	467	2395
a	330	178	2761
a	279	239	110
a	376	443	2628
a	46	57	2953
a	141	347	2223
a	116	389	4222
a	376	42	989
a	328	141	3297
a	310	493	4424
a	168	470	1100
a	338	26	1543
a	432	91	1311
a	490	225	3729
a	343	476	2194
a	328	107	1726
a	419	308	2337
a	485	59	3908
a	438	355	237
a	176	190	2647
a	215	119	1809
a	256	230	1843
a	498	9	3448
a	190	339	815
a	67	36	1450
a	461	356	1369
a	379	231	663
a	256	260	1043
a	366	483	4910
a	464	423	1953
a	446	27	4744
a	321	290	3628
a	460	179	1179
a	365	234	3097
a	66	137	3219
a	86	204	3424
a	240	235	1626
a	421	10	1793
a	17	6	2730
a	326	8	266
a	193	453	304
a	411	266	3532
a	330	214	3688
a	335	8	494
a	97	387	3905
a	338	111	1184
a	410	352	4750
a	139	354	2702
a	305	126	4244
a	187	126	4537
a	281	245	3328
a	465	368	2745
a	102	111	792
a	72	174	1207
a	370	318	506
a	295	210	3540
a	498	474	2958
a	488	220	4637
a	110	311	1279
a	208	203	3106
a	190	335	1454
a	176	297	2559
a	232	193	4780
a	403	2	2819
a	332	164	476
a	423	255	2084
a	132	339	914
a	431	321	403
a	380	414	4539
a	294	74	2534
a	322	259	4844
a	363	437	1471
a	108	391	692
a	302	291	3999
a	340	210	338
a	23	479	1842
a	269	123	1192
a	478	307	3117
a	175	486	3275
a	410	213	2712
a	197	11	1090
a	106	55	2088
a	3	495	598
a	417	258	253
a	399	406	564
a	263	199	1570
a	413	103	2792
a	52	473	2861
a	426	242	931
a	290	325	3026
a	80	113	4786
a	195	320	2303
a	308	97	1634
a	492	390	2755
a	203	202	3940
a	228	367	1776
a	264	37	4915
a	51	351	105
a	199	47	2690
a	75	101	2976
a	23	285	4297
a	320	251	167
a	89	306	2964
a	175	164	4073
a	250	231	1165
a	396	151	3100
a	141	84	3784
a	476	357	208
a	207	247	1458
a	211	240	1636
a	325	152	4492
a	98	258	3143
a	335	83	3396
a	12	86	1587
a	430	189	1352
a	311	202	688
a	439	49	2006
a	70	375	2106
a	258	357	84
a	300	232	2517
a	349	341	3177
a	334	59	825
a	49	185	3902
a	429	285	1899
a	129	97	3354
a	315	346	2529
a	12	410	1459
a	243	236	3841
a	280	98	67
a	489	364	4279
a	91	32	3358
a	275	297	618
a	24	103	2710
a	485	248	3444
a	42	375	3778
a	229	227	1808
a	42	262	1331
a	427	192	872
a	412	180	4015
a	199	348	4680
a	369	113	743
a	170	98	3543
a	392	184	3370
a	32	399	1719
a	156	32	4140
a	472	245	3332
a	331	10	1398
a	198	318	2470
a	18	80	2408
a	368	21	2316
a	249	374	4036
a	47	175	664
a	71	213	1471
a	203	421	2901
a	278	337	3462
a	69	436	3007
a	142	256	2712
a	236	427	3091
a	38	369	3091
a	293	188	525
a	424	37	1932
a	254	338	2804
a	258	39	842
a	139	488	3706
a	12	344	943
a	452	23	3836
a	201	273	4661
a	372	206	3058
a	230	228	3153
a	361	91	4689
a	159	168	3093
a	272	452	955
a	152	154	38
a	315	358	1933
a	484	230	3508
a	159	462	3941
a	381	362	4665
a	241	415	3278
a	385	389	336
a	190	336	2960
a	284	316	1713
a	270	379	2920
a	57	110	4021
a	242	146	2005
a	425	498	2038
a	5	246	775
a	191	223	2222
a	375	3	3749
a	288	5	1169
a	322	316	4933
a	407	373	4220
a	118	338	4848
a	155	452	803
a	353	451	3976
a	283	56	4873
a	123	313	2229
a	469	285	2273
a	255	300	4741
a	23	442	782
a	122	115	537
a	231	311	2033
a	69	424	692
a	14	299	932
a	448	135	3516
a	353	30	3109
a	279	242	547
a	396	46	29
a	93	212	4981
a	79	97	4312
a	500	202	2445
a	83	98	1496
a	281	75	3191
a	125	340	1297
a	126	23	1203
a	254	40	1852
a	10	410	196
a	415	129	843
a	183	229	3425
a	174	472	3633
a	474	382	2692
a	55	303	849
a	372	337	4201
a	474	481	3134
a	9	444	189
a	319	219	3678
a	493	340	3217
a	265	228	4617
a	266	311	3755
a	440	126	965
a	436	234	2520
a	274	253	2015
a	19	66	791
a	422	13	3048
a	260	440	1091
a	8	465	2709
a	407	443	3227
a	321	190	2287
a	89	138	2787
a	113	60	3061
a	298	134	2652
a	179	441	1659
a	473	148	94
a	492	208	4786
a	155	416	2417
a	28	82	3087
a	363	325	2730
a	274	302	2591
a	283	4	4185
a	288	382	340
a	293	227	4327
a	38	302	4448
a	287	453	4272
a	141	47	328
a	435	366	1593
a	74	18	4780
a	28	487	294
a	468	238	1400
a	254	283	3152
a	444	343	997
a	92	321	4675
a	258	495	979
a	373	344	3797
a	211	53	4304
a	304	192	3493
a	106	52	1867
a	46	336	4158
a	417	400	2702
a	182	144	4878
a	58	418	3617
a	21	30	488
a	239	353	1164
a	408	205	2379
a	48	84	3853
a	286	210	4194
a	452	254	3392
a	58	21	4611
a	176	232	961
a	394	51	4234
a	285	266	1100
a	361	188	4677
a	45	394	4202
a	149	412	1761
a	446	246	1033
a	100	125	139
a	260	269	17
a	398	407	4730
a	401	337	62
a	458	386	245
a	388	105	3887
a	412	119	3403
a	203	90	2659
a	469	243	2170
a	236	162	887
a	368	490	2958
a	231	409	2521
a	401	12	4996
a	113	314	3307
a	482	209	1918
a	491	389	2322
a	278	293	2371
a	316	104	2375
a	173	433	4457
a	28	340	4091
a	41	199	1211
a	400	98	4442
a	139	463	259
a	291	152	3228
a	37	484	154
a	151	380	2606
a	316	317	39
a	373	316	2826
a	433	127	3186
a	438	123	664
a	319	428	3016
a	196	57	478
a	305	278	679
a	456	134	2736
a	295	439	378
a	405	211	3504
a	105	97	3534
a	428	363	2522
a	357	91	2630
a	72	453	3660
a	493	395	914
a	115	425	4532
a	404	396	2962
a	120	465	4902
a	379	364	4755
a	417	15	4669
a	15	456	1479
a	66	48	3683
a	158	448	3927
a	118	452	1019
a	194	492	236
a	14	131	902
a	80	267	1188
a	393	418	3515
a	160	403	3810
a	143	330	3461
a	274	487	4185
a	4	12	2693
a	482	2	3220
a	445	398	544
a	448	13	161
a	108	95	1421
a	112	154	2673
a	250	248	4664
a	175	187	1508
a	144	165	2911
a	387	459	1085
a	26	56	2106
a	226	464	2808
a	139	491	1874
a	358	253	204
a	382	247	2370
a	258	471	459
a	487	296	4151
a	349	263	1152
a	248	102	3062
a	338	24	729
a	328	30	4838
a	97	327	239
a	206	35	3469
a	150	459	3311
a	465	411	4076
a	101	152	4783
a	48	28	4665
a	129	253	1624
a	171	358	3466
a	72	481	74
a	76	473	4205
a	275	324	649
a	385	388	4158
a	209	184	313
a	124	461	2750
a	238	445	2579
a	256	151	1039
a	313	106	601
a	440	500	2676
a	100	422	1875
a	321	439	689
a	194	191	1354
a	232	118	4716
a	195	394	2640
a	158	258	3501
a	237	251	4428
a	63	387	4965
a	194	46	4796
a	303	496	2307
a	275	147	276
a	109	82	3873
a	237	29	1291
a	131	432	3272
a	189	346	3921
a	118	288	4813
a	228	288	1529
a	427	461	2193
a	194	496	3148
a	216	296	2447
a	165	209	1908
a	249	416	226
a	56	256	2070
a	94	107	4820
a	154	260	2388
a	108	67	1417
a	3	57	274
a	282	224	1113
a	264	427	2930
a	107	125	1152
a	117	44	4222
a	154	38	4910
a	302	86	4354
a	175	460	402
a	50	215	3028
a	349	73	3221
a	244	161	2804
a	406	240	3160
a	340	380	2120
a	486	61	148
a	215	465	1050
a	148	414	3687
a	77	464	544
a	277	254	4369
a	10	411	3041
a	304	180	2732
a	324	63	4817
a	92	51	1839
a	182	181	2530
a	451	180	2212
a	495	39	2919
a	471	30	3856
a	310	152	1592
a	6	129	3792
a	134	74	2327
a	138	25	2989
a	72	285	5
a	181	229	2509
a	474	401	578
a	110	309	4487
a	152	405	3143
a	200	417	2617
a	111	213	2787
a	422	288	568
a	436	68	1946
a	20	490	3711
a	265	453	3408
a	303	261	4596
a	298	135	1187
a	237	402	211
a	99	113	2143
a	283	150	3785
a	32	150	2231
a	86	345	2026
a	340	220	3876
a	255	451	2235
a	117	415	3153
a	141	191	4040
a	145	324	3525
a	224	347	2539
a	212	244	3164
a	47	309	3312
a	122	374	3812
a	141	272	4940
a	40	445	3222
a	487	483	4071
a	239	499	851
a	281	215	4511
a	139	17	1515
a	346	358	3231
a	370	288	1850
a	101	208	2154
a	183	494	4928
a	348	431	2458
a	171	430	1369
a	135	267	4194
a	234	450	817
a	176	471	4187
a	43	121	3851
a	266	296	2604
a	218	225	4015
a	369	75	993
a	332	89	3990
a	39	461	635
a	496	161	282
a	278	472	2979
a	400	310	1713
a	188	461	1955
a	481	317	386
a	374	416	1335
a	14	369	416
a	17	51	1103
a	61	170	2945
a	282	169	581
a	467	239	4288
a	340	103	3347
a	95	415	3423
a	175	388	4306
a	268	42	1108
a	443	52	1082
a	151	383	2944
a	68	463	4548
a	272	316	3795
a	477	365	4431
a	376	128	4119
a	21	192	1944
a	187	184	4562
a	25	5	4633
a	314	45	809
a	333	255	706
a	208	472	5
a	432	144	3443
a	367	32	2201
a	263	293	113
a	266	27	546
a	57	374	2707
a	318	335	491
a	101	69	1462
a	417	14	4268
a	346	156	3944
a	381	309	1658
a	241	322	4657
a	342	448	4028
a	473	279	4179
a	124	136	3785
a	274	179	2848
a	190	103	2762
a	321	101	4512
a	89	193	3563
a	237	457	3964
a	127	494	361
a	402	305	892
a	240	81	1740
a	226	28	979
a	84	162	1575
a	122	93	2944
a	288	423	995
a	131	19	2546
a	409	405	4648
a	173	404	3669
a	362	479	2951
a	64	77	4047
a	154	451	2051
a	250	360	2354
a	268	127	92
a	463	492	2018
a	235	133	4231
a	349	405	27
a	500	103	3963
a	349	262	4487
a	439	132	1317
a	258	327	3721
a	262	391	3087
a	211	349	4065
a	177	413	2877
a	201	279	4299
a	495	157	4934
a	328	110	1508
a	480	313	2691
a	238	352	3734
a	55	378	1925
a	381	360	2369
a	389	435	2641
a	228	237	1158
a	381	473	315
a	474	45	184
a	147	129	2677
a	423	212	2713
a	308	180	2736
a	323	465	2583
a	237	139	3715
a	425	257	3388
a	321	208	4672
a	86	80	4754
a	161	271	2771
a	470	499	869
a	143	395	3613
a	113	22	2115
a	369	236	440
a	27	354	3662
a	118	289	1204
a	397	300	1095
a	289	419	1852
a	143	312	4226
a	365	376	1469
a	496	233	3346
a	424	342	3972
a	169	38	2836
a	383	229	641
a	297	138	1890
a	487	139	749
a	224	449	1607
a	23	37	4409
a	264	428	955
a	69	295	1533
a	59	497	662
a	409	147	3449
a	178	368	1984
a	16	91	878
a	419	102	4892
a	59	223	406
a	451	409	4244
a	55	11	1107
a	475	271	4081
a	441	403	1402
a	153	7	622
a	466	198	3501
a	475	188	2117
a	261	442	2392
a	172	11	4026
a	128	97	1529
a	419	418	3978
a	461	180	3873
a	312	220	1848
a	105	491	1208
a	313	246	1931
a	422	432	2032
a	51	422	668
a	275	174	4188
a	242	263	1948
a	332	389	3176
a	284	32	3380
a	378	327	4736
a	242	406	3966
a	265	341	1899
a	269	261	1718
a	237	401	2340
a	242	489	1962
a	425	31	1000
a	189	238	4269
a	249	323	3014
a	377	374	815
a	29	389	2984
a	288	257	1915
a	71	159	4819
a	364	171	3827
a	316	70	944
a	62	422	3305
a	349	138	2772
a	411	491	1802
a	164	225	152
a	259	207	278
a	49	295	1726
a	311	227	4049
a	391	331	782
a	301	457	4037
a	287	138	1394
a	362	201	73
a	148	460	3405
a	58	334	1595
a	335	158	4451
a	211	420	294
a	486	222	86
a	244	459	4167
a	390	419	1457
a	300	37	3746
a	149	184	2206
a	408	126	4839
a	437	253	1136
a	77	166	1522
a	318	336	4960
a	229	123	4866
a	416	295	4602
a	5	187	4722
a	375	167	697
a	401	454	3290
a	494	339	4769
a	132	306	3253
a	345	225	598
a	294	26	4560
a	194	390	3091
a	398	4	492
a	222	328	2335
a	422	190	1023
a	492	54	222
a	317	61	3404
a	236	51	2101
a	164	464	49
a	118	11	4093
a	344	244	4259
a	363	176	3119
a	359	388	672
a	331	431	4672
a	236	352	1795
a	339	25	711
a	432	341	2852
a	337	473	1414
a	267	498	1656
a	70	389	4676
a	172	429	4647
a	174	423	3448
a	67	302	543
a	234	261	4290
a	253	39	1763
a	129	151	632
a	276	98	4113
a	77	249	1619
a	498	398	3786
a	244	350	4833
a	232	382	116
a	30	49	452
a	285	492	53
a	57	373	2909
a	24	106	983
a	171	397	550
a	72	342	4683
a	241	321	4947
a	261	148	4500
a	128	375	4208
a	422	361	3780
a	351	285	3021
a	170	222	3953
a	392	300	2099
a	485	455	111
a	218	373	1693
a	203	235	1422
a	479	14	3798
a	264	117	4144
a	14	129	3692
a	472	248	742
a	398	224	2263
a	402	159	4127
a	133	285	1081
a	265	365	2766
a	104	387	1178
a	421	18	2177
a	388	365	465
a	60	293	4619
a	335	365	4126
a	341	316	3838
a	278	199	2608
a	373	75	4015
a	411	290	4926
a	349	242	2830
a	3	108	120
a	500	322	4907
a	302	56	2011
a	144	54	341
a	92	267	4789
a	311	43	1840
a	82	241	3795
a	432	448	2715
a	211	348	2748
a	352	134	743
a	480	331	6
a	153	475	3685
a	49	218	3557
a	371	19	4803
a	172	32	2400
a	305	385	1600
a	300	380	1108
a	90	122	5000
a	18	495	113
a	460	88	983
a	392	200	2850
a	270	233	3991
a	99	377	1367
a	189	487	3173
a	496	155	339
a	341	13	3488
a	344	287	4567
a	179	350	2470
a	270	11	1498
a	240	144	1725
a	264	224	4407
a	249	422	3284
a	344	398	3086
a	273	144	2590
a	487	27	928
a	363	9	1710
a	130	426	2996
a	3	72	1506
a	499	358	3447
a	174	146	4865
a	311	15	2061
a	40	338	2917
a	34	400	3328
a	385	58	442
a	404	241	3236
a	106	497	572
a	200	118	2101
a	333	134	3040
a	261	441	4811
a	186	408	2730
a	24	51	3964
a	243	169	4352
a	276	26	243
a	100	358	4631
a	423	405	207
a	447	19	1612
a	265	152	4827
a	247	358	2603
a	295	44	4967
a	464	488	226
a	105	490	2183
a	195	360	2779
a	270	346	3724
a	351	341	4212
a	356	189	3025
a	214	55	4794
a	345	132	1636
a	401	362	4094
a	332	390	3411
a	356	268	1183
a	146	81	1716
a	132	12	2198
a	56	286	2839
a	307	399	4151
a	113	492	4042
a	463	129	1532
a	84	74	2299
a	424	143	1217
a	376	392	4866
a	211	73	1019
a	175	482	1661
a	93	53	4528
a	349	476	2204
a	258	413	1871
a	301	89	2576
a	196	448	3834
a	10	268	4080
a	309	272	3886
a	10	159	2284
a	234	433	1341
a	111	21	1897
a	441	249	835
a	63	150	250
a	214	262	3107
a	159	387	3476
a	459	493	3220
a	428	416	3801
a	263	481	4523
a	360	118	1141
a	181	104	4218
a	275	92	4334
a	265	406	1138
a	270	161	1707
a	275	205	4807
a	401	231	1805
a	237	483	3505
a	189	128	4560
a	23	281	3820
a	460	469	2395
a	188	463	2197
a	189	98	4328
a	178	245	7
a	363	179	3140
a	38	329	1740
a	445	329	3751
a	83	449	212
a	175	273	4724
a	130	402	4241
a	387	353	2593
a	61	394	3944
a	174	91	3917
a	44	451	3824
a	475	473	3546
a	150	179	1133
a	408	270	3573
a	254	103	571
a	372	246	2441
a	499	237	335
a	337	250	4962
a	266	182	3336
a	267	211	3957
a	181	313	2169
a	474	309	2914
a	159	470	2917
a	381	322	4880
a	76	432	1715
a	91	85	951
a	295	103	3369
a	389	494	1238
a	256	317	753
a	241	209	2057
a	134	306	3434
a	191	167	655
a	104	87	1417
a	30	355	4819
a	189	450	153
a	118	424	2939
a	389	128	923
a	318	62	4604
a	264	118	992
a	473	160	1860
a	321	20	536
a	288	219	391
a	397	488	3134
a	17	396	2529
a	98	81	2950
a	246	89	3688
a	51	93	1728
a	476	470	176
a	283	382	2712
a	212	72	4542
a	126	434	664
a	17	174	1306
a	169	379	3426
a	224	261	3693
a	480	255	3129
a	478	414	4100
a	207	68	3777
a	13	267	1980
a	31	187	4763
a	291	6	369
a	382	468	1639
a	484	396	3002
a	49	217	3878
a	79	461	4483
a	324	484	764
a	252	134	1814
a	290	423	4012
a	440	264	3355
a	58	187	353
a	77	109	1605
a	111	77	3662
a	247	306	865
a	450	208	913
a	158	257	4036
a	124	63	2176
a	464	412	3007
a	104	179	4773
a	416	223	3114
a	15	41	3790
a	271	83	2701
a	403	459	525
a	204	86	3477
a	398	82	1530
a	365	229	2123
a	469	199	2755
a	242	451	1775
a	145	162	1680
a	237	316	3771
a	402	275	1635
a	331	187	816
a	169	36	728
a	202	164	4502
a	387	10	811
a	64	141	4481
a	136	266	1709
a	383	116	2191
a	374	281	4244
a	279	270	2740
a	49	313	211
a	287	259	2979
a	35	378	2502
a	22	84	3470
a	121	159	1925
a	490	44	2552
a	486	48	2066
a	305	113	3931
a	102	96	4022
a	390	453	1198
a	413	237	4672
a	360	396	1224
a	414	233	1095
a	149	388	2564
a	43	129	96
a	261	346	1364
a	67	7	4710
a	232	198	4486
a	242	35	3370
a	157	10	112
a	398	268	390
a	256	485	1766
a	449	500	2848
a	403	487	1483
a	497	448	4328
a	425	355	1198
a	479	48	2533
a	227	171	402
a	123	10	2985
a	380	411	2090
a	189	379	1540
a	29	274	2972
a	436	443	3583
a	269	229	889
a	17	84	222
a	457	285	627
a	292	346	1614
