p	max	2000	5000
a	1399	1696	8101
a	449	1098	3417
a	40	1593	524
a	1505	373	357
a	435	607	9685
a	1713	680	6743
a	539	1877	8493
a	1919	782	3168
a	463	373	2478
a	196	336	2327
a	328	168	7833
a	559	655	4817
a	942	253	6554
a	1414	619	1049
a	1709	1913	4053
a	835	1736	5330
a	1845	1353	4213
a	1477	25	921
a	310	234	9667
a	998	278	4088
a	470	863	5141
a	239	1722	666
a	1929	1324	8778
a	1035	977	8650
a	1935	1054	9491
a	1445	814	4973
a	1625	1794	4544
a	401	486	1212
a	1221	600	3391
a	300	1560	8136
a	1668	1177	2375
a	620	1105	353
a	111	1746	5359
a	26	876	5483
a	1300	152	5848
a	585	1807	5829
a	1435	1159	168
a	1236	1514	769
a	496	17	5952
a	1790	1324	2170
a	1388	576	5207
a	1812	162	2777
a	456	895	9163
a	1222	571	6874
a	237	1719	6948
a	57	689	7958
a	170	1239	1157
a	752	1707	1047
a	1408	1252	4159
a	1250	101	9730
a	21	1689	4889
a	1085	149	8118
a	1158	963	3461
a	1372	679	9612
a	948	1199	5098
a	893	644	5961
a	713	247	2728
a	772	1036	1521
a	1968	629	3467
a	438	8	5907
a	1510	1004	5482
a	88	1907	4294
a	330	1060	9283
a	1241	1754	9022
a	251	1519	2968
a	648	767	7829
a	900	1466	2755
a	354	640	664
a	337	982	963
a	67	253	4759
a	59	1409	9741
a	761	971	5682
a	1662	47	6019
a	1303	1161	7521
a	185	1543	9566
a	402	925	1580
a	77	797	4292
a	229	930	6420
a	555	1866	8800
a	105	765	413
a	109	29	8917
a	1437	1753	6128
a	1490	734	178
a	1244	529	9788
a	1291	1468	8219
a	645	1870	1077
a	486	1311	9089
a	1571	1059	9215
a	445	1727	5803
a	1957	818	3386
a	1208	271	4016
a	577	288	3276
a	1702	78	8400
a	339	21	6765
a	1945	715	2296
a	1050	481	1291
a	870	894	3363
a	407	724	5946
a	140	1009	3356
a	844	841	9632
a	630	1886	2209
a	281	61	383
a	1518	1189	9506
a	1778	642	8616
a	768	569	3651
a	438	101	4352
a	740	1325	1401
a	1859	991	2315
a	974	859	7146
a	98	982	3395
a	239	379	3800
a	1243	527	3289
a	487	1165	6102
a	436	1289	8155
a	976	1294	6325
a	1817	1021	7348
a	221	1426	4041
a	1952	1336	4855
a	1615	61	7150
a	147	352	3435
a	778	1918	2648
a	956	1941	1148
a	887	1679	5518
a	324	1187	952
a	52	210	6888
a	274	180	1537
a	1414	14	5354
a	1081	389	5086
a	1781	1244	8780
a	1759	1040	5451
a	1510	1986	5623
a	564	164	4929
a	1820	1567	9820
a	573	1406	4024
a	801	303	9552
a	1175	693	9973
a	1951	736	8359
a	562	532	3272
a	105	1019	3597
a	238	569	264
a	1775	861	1363
a	1580	669	4247
a	1409	1239	1240
a	1044	1570	8250
a	909	1743	2613
a	738	1891	7271
a	615	1451	4685
a	262	1930	8868
a	542	1218	6077
a	167	1035	7304
a	1260	406	995
a	1851	541	9487
a	877	1078	3510
a	517	1125	9073
a	951	511	5045
a	1766	1928	8589
a	1400	1989	4531
a	863	1140	7927
a	1174	12	4252
a	443	426	8832
a	487	1201	5552
a	1105	526	8078
a	1908	926	8211
a	1139	859	6502
a	1457	1590	9392
a	1530	1124	6524
a	1744	754	5079
a	752	1004	2892
a	1107	1746	4275
a	1572	228	3952
a	1933	1481	3755
a	1454	680	9055
a	1230	979	5811
a	1679	522	543
a	479	209	6946
a	1629	1687	340
a	213	485	8251
a	149	1817	9655
a	1408	814	2
a	1159	1831	4358
a	1800	1364	4840
a	779	1295	1138
a	173	1140	4255
a	753	978	9948
a	1104	1872	8
a	1961	604	3912
a	83	660	1416
a	329	308	5058
a	1238	1585	5259
a	307	1977	835
a	1673	178	6581
a	1480	888	8109
a	504	157	9214
a	1458	1548	6001
a	509	1760	2897
a	1313	1692	384
a	1324	712	987
a	1535	48	8456
a	1860	1508	8507
a	174	1799	3793
a	1234	1023	4344
a	420	1042	3536
a	1947	566	5897
a	1639	66	8630
a	1878	798	9235
a	495	507	3985
a	1905	860	9144
a	765	489	4752
a	1033	1783	6629
a	280	1699	1955
a	188	1908	754
a	1353	1298	7811
a	51	564	7528
a	1043	1391	7702
a	1102	250	8976
a	454	610	7147
a	145	1292	2033
a	255	1273	5820
a	942	1035	4951
a	187	786	9377
a	1847	725	2381
a	1076	1692	1234
a	1006	297	6702
a	518	709	9234
a	313	572	3622
a	27	107	8664
a	600	1879	1411
a	959	546	9834
a	502	139	8643
a	306	1950	9956
a	1232	876	1255
a	1295	309	4788
a	66	1413	4
a	283	291	4769
a	1099	109	7849
a	752	1708	4257
a	634	412	7054
a	859	1393	982
a	1462	1064	3580
a	1960	1970	3125
a	425	1203	1751
a	279	388	4376
a	909	781	2341
a	1946	704	9530
a	388	1383	6776
a	1092	1575	5202
a	21	1658	2652
a	1660	671	6385
a	1320	938	8015
a	1230	429	6233
a	1144	814	9679
a	1236	1798	8675
a	760	55	3805
a	832	708	9812
a	433	1679	125
a	1317	1603	3851
a	455	1742	7961
a	832	1199	4051
a	1056	1039	6415
a	207	1230	1829
a	1285	747	3712
a	510	617	8925
a	298	825	8073
a	362	1268	6347
a	1537	1623	3717
a	342	17	8641
a	368	267	9828
a	919	752	5129
a	1192	1194	6877
a	603	1901	376
a	1549	830	4077
a	46	1783	2232
a	652	1096	262
a	859	1888	3107
a	913	328	1048
a	718	1061	424
a	1417	217	7092
a	616	430	2079
a	905	397	7228
a	854	1684	6592
a	222	246	8795
a	1405	1047	3191
a	618	1723	8540
a	1256	1773	6820
a	1876	967	6925
a	1709	1037	9113
a	1472	52	7838
a	242	1061	8935
a	49	1860	56
a	1938	320	7778
a	1623	1833	4821
a	1665	997	6965
a	1530	1391	1398
a	832	544	9976
a	176	4	8889
a	1520	637	2409
a	1692	1557	6732
a	1328	256	2729
a	1091	1158	4909
a	113	552	4240
a	1574	1276	7110
a	910	1185	1608
a	791	1894	8094
a	1186	388	3414
a	50	1430	7773
a	751	98	621
a	994	1217	6793
a	1595	1594	5039
a	1977	337	3359
a	126	1123	5169
a	1310	1579	2443
a	1471	91	3125
a	114	662	3728
a	77	610	6140
a	1587	1235	9550
a	599	1681	73
a	1241	1427	6279
a	1821	98	8783
a	877	140	23
a	383	199	4754
a	1252	424	9685
a	1863	265	265
a	263	1556	559
a	1632	1232	24
a	32	553	9316
a	808	90	9428
a	1613	1193	9927
a	504	96	4772
a	1800	1954	6594
a	1660	592	3745
a	369	1098	5269
a	707	1470	8055
a	872	1151	7137
a	862	606	6337
a	1266	1334	3845
a	553	1621	3659
a	824	652	3803
a	1916	1331	4547
a	151	1145	6572
a	60	1426	4299
a	1756	804	3038
a	27	1243	1300
a	1886	675	3909
a	613	143	6807
a	1745	590	9884
a	162	209	4908
a	1337	1836	621
a	365	1991	7453
a	81	1644	394
a	540	621	6272
a	39	1910	5678
a	1002	680	6511
a	288	1942	8787
a	1323	158	4291
a	1611	1463	4889
a	322	141	8330
a	1915	457	9855
a	538	1209	6061
a	427	458	5351
a	1972	1484	7085
a	683	797	2549
a	77	518	4730
a	1134	1850	8181
a	1629	1321	6860
a	1476	1908	8575
a	584	1156	5616
a	1216	804	128
a	22	225	5365
a	524	675	4308
a	1863	1710	5432
a	1783	171	8361
a	221	31	2969
a	1356	1899	6768
a	1281	1469	6507
a	1797	673	8786
a	1157	1538	8479
a	1406	981	2964
a	363	1439	3952
a	1523	603	8439
a	334	1836	5915
a	1071	445	9928
a	353	730	4511
a	77	1678	4003
a	1308	1319	1697
a	1756	921	128
a	390	80	9967
a	1478	1999	9428
a	1635	524	6730
a	537	197	2088
a	998	276	8225
a	1313	1352	1225
a	263	371	6515
a	1761	102	5066
a	915	960	9126
a	58	1782	6191
a	1058	131	412
a	729	1315	3313
a	126	1064	9058
a	1411	1266	6755
a	329	1150	7124
a	278	1757	4604
a	1595	1634	1051
a	1644	1261	3581
a	208	776	6144
a	1750	1914	4291
a	1880	1087	3424
a	447	1500	9861
a	444	1663	1481
a	1938	1798	5076
a	1483	175	1144
a	1477	1413	8458
a	1580	614	8048
a	353	201	7282
a	987	822	4811
a	1238	1485	6532
a	1253	747	5943
a	44	589	8056
a	1287	1110	1111
a	87	1630	39
a	814	123	7094
a	1561	1218	1195
a	308	1060	4837
a	1792	1978	9646
a	755	846	8859
a	803	452	8523
a	1037	323	4790
a	514	1524	963
a	1688	1433	14
a	1431	1379	76
a	1039	878	9424
a	1372	229	7476
a	1268	438	7578
a	683	1596	4116
a	1032	1467	1746
a	1055	385	8600
a	3	1096	6618
a	575	236	2831
a	1267	148	3749
a	591	854	2268
a	1156	526	9518
a	111	1889	9739
a	1272	1177	5363
a	189	131	3670
a	423	1530	8617
a	1053	51	8590
a	1778	1734	1171
a	914	1887	2714
a	203	440	7248
a	1516	258	713
a	786	1741	6907
a	1502	1641	7655
a	161	893	3368
a	519	1070	6990
a	706	723	9609
a	1079	1046	4876
a	918	484	2031
a	24	1186	5768
a	402	1143	5707
a	797	1450	8882
a	1673	939	8534
a	1861	1974	5621
a	757	422	4722
a	1624	38	3926
a	1586	1906	6824
a	678	1873	8844
a	738	548	2522
a	1722	622	7769
a	1005	718	1535
a	1673	1302	5452
a	1416	981	1846
a	292	635	1662
a	920	132	6418
a	677	1084	3310
a	767	657	5077
a	864	1403	1654
a	211	1412	6535
a	950	701	4947
a	534	956	392
a	1647	1900	7139
a	1810	1133	484
a	952	1701	4621
a	1988	304	3642
a	1537	904	6172
a	1798	1692	2313
a	1244	1015	7563
a	877	250	4581
a	1636	465	9016
a	644	173	6207
a	182	1252	7216
a	613	1364	322
a	1409	1035	9611
a	397	491	702
a	1449	282	9847
a	1676	975	212
a	6	1053	7341
a	772	1644	970
a	187	680	563
a	904	784	4683
a	61	1620	6696
a	66	662	6068
a	253	536	2974
a	1307	1911	3380
a	155	1605	50
a	1063	1099	8329
a	1561	614	9141
a	1725	939	766
a	1211	301	5783
a	689	59	3573
a	1850	1176	5377
a	1105	755	612
a	990	1935	5325
a	1238	659	4195
a	966	1462	3367
a	1284	1419	5763
a	1224	76	2130
a	1836	179	3268
a	726	321	3278
a	1517	458	1412
a	1209	873	6985
a	1642	497	3524
a	1915	1967	7135
a	1533	1492	3958
a	355	961	7399
a	1173	1699	2294
a	949	479	7741
a	1141	1323	4617
a	815	506	3618
a	1891	1303	1969
a	375	1556	7609
a	302	410	5369
a	430	1955	4986
a	504	594	9780
a	1144	1146	3054
a	1631	1535	9770
a	960	500	9341
a	283	345	1370
a	379	1520	9373
a	812	1744	289
a	1399	268	4098
a	1793	1451	5374
a	1150	658	717
a	1986	1468	473
a	1491	346	9691
a	478	631	944
a	1391	1277	6590
a	693	789	3178
a	674	1247	6514
	1102	1159	3217
	562	1884	5255
	635	1918	7055
	778	1377	5489
	1882	1038	2156
	1495	1649	563
	713	169	2158
	660	416	4206
	1485	571	7994
	907	121	9104
	69	1694	2661
	767	587	882
	1463	68	9050
	320	1243	4308
	1669	1311	872
	1298	1068	6392
	1062	1245	510
	1813	1659	2648
	1324	44	3542
	1334	253	7418
	1999	709	8079
	1839	1040	1954
	553	1036	173
	1595	1780	468
	1102	248	1090
	733	1387	4546
	1548	498	5199
	1510	1849	5667
	1513	287	7831
	1718	945	6132
	1115	236	2290
	210	1979	5913
	277	1096	4506
	1688	354	7413
	1804	1416	415
	1745	416	2903
	754	1044	2937
	143	977	5124
	1640	281	720
	1038	361	4873
	1538	613	1279
	1002	361	4846
	1816	787	4965
	1613	1136	9569
	209	1375	7207
	471	1723	1116
	1711	160	5043
	287	1427	1531
	1158	1758	2570
	935	339	9359
	1156	971	7072
	761	1119	3605
	1841	1821	5791
	1885	1556	8468
	13	1276	3220
	1911	1312	8944
	1124	1750	1478
	1455	846	5158
	1612	1859	4282
	1591	114	1224
	1204	1178	615
	105	448	7364
	1580	225	4072
	1468	1210	2076
	1765	444	8955
	1523	1793	1984
	127	1984	1865
	1921	268	9939
	845	1978	5914
	1582	1980	5148
	1971	563	3566
	1925	1842	6125
	181	607	890
	94	144	7153
	790	470	6231
	321	1457	3586
	292	450	4901
	1534	1198	2823
	1472	391	3908
	617	1060	1937
	1319	1080	7722
	1282	1803	9989
	1763	478	3974
	369	1452	5031
	1681	87	5337
	1977	1096	4126
	844	1519	9849
	1956	174	9222
	482	1396	8843
	1532	1064	1346
	159	182	3858
	1784	1665	1613
	537	98	3699
	1610	41	8975
	889	951	3290
	586	576	9448
	266	1726	6998
	1539	1625	5673
	1003	1385	7868
	1945	38	1182
	709	1531	7772
	1961	1484	1105
	702	416	9238
	1770	68	4161
	1904	1197	1302
	193	1970	6931
	1050	1286	645
	1694	1819	5384
	1113	1374	820
	1335	1323	8975
	1586	1275	5219
	1326	1050	2527
	1483	153	2609
	1637	968	380
	1109	303	2098
	995	963	8338
	1103	1117	2142
	1057	1769	4570
	580	1278	9536
	1051	283	8311
	1789	1028	9180
	258	1905	7348
	1847	1700	4422
	807	1800	4195
	292	811	3810
	1201	1989	6435
	1719	1567	2402
	1563	51	9853
	1695	1346	8958
	1075	1318	9317
	597	1282	4189
	1815	270	7465
	1038	925	2620
	1495	1970	4110
	1558	1835	4198
	201	1875	9025
	1088	541	3836
	1760	15	8143
	1727	581	2744
	613	111	8430
	1955	326	9538
	322	1828	9971
	1639	1698	3849
	1302	1507	364
	109	1772	9703
	225	1347	9723
	739	985	7929
	1218	998	6240
	728	1638	5295
	319	869	8552
	309	1983	3993
	449	52	6275
	233	1421	131
	639	1085	8681
	707	1685	9160
	1368	1913	4393
	1117	1346	6333
	1729	572	5363
	1161	56	8844
	1921	1858	5147
	1483	133	1704
	1196	1466	4490
	1005	1438	5238
	1153	1341	6359
	1202	1014	5304
	1696	1621	1226
	1094	680	2841
	1681	876	7170
	1176	872	5042
	1452	1069	1425
	1761	591	35
	755	598	5884
	1674	1722	5180
	515	192	8658
	1881	1459	4521
	621	1342	2129
	1570	1245	6895
	413	894	6110
	1191	1307	6060
	431	1525	4997
	188	654	896
	638	914	5887
	1965	129	4394
	923	1010	2816
	1387	1705	2188
	767	1519	2803
	186	266	8669
	1054	1843	8467
	1417	1272	5513
	1278	173	8158
	1130	1584	9237
	702	489	835
	598	1742	2253
	1447	305	5786
	1964	93	6045
	1403	477	1372
	1295	717	3434
	599	208	2164
	572	1884	2971
	517	845	4415
	624	563	7582
	806	357	5081
	1477	780	1407
	1012	1221	8743
	264	155	8747
	1516	393	6018
	375	263	2049
	1392	278	3606
	1448	520	8138
	1843	1921	2232
	1934	488	3280
	1645	501	1830
	1315	598	7155
	971	1600	3669
	277	319	613
	404	1299	8869
	1722	1415	1917
	1973	1617	4291
	679	1204	6969
	1891	1964	1574
	156	1111	1635
	131	551	9574
	1013	743	7967
	1591	1316	2841
	1764	936	2053
	25	217	6244
	958	678	9910
	1109	1518	7712
	866	1466	2677
	157	349	9945
	1191	1420	5744
	1819	1715	4318
	1932	498	3042
	321	1628	2260
	546	175	231
	174	1139	7110
	1299	580	2199
	907	544	5687
	138	1007	8694
	1855	313	4453
	976	461	6325
	1348	701	3239
	180	213	1330
	841	1746	411
	1154	1285	1163
	585	1208	6275
	243	1224	492
	284	1566	7526
	95	248	8552
	1491	1069	6334
	427	1842	316
	909	362	1584
	1910	596	4386
	1765	1919	5029
	1201	1308	5197
	387	64	9007
	1749	459	9690
	1458	276	5479
	125	1607	5626
	1089	1740	7130
	994	1876	2314
	70	1021	530
	226	458	4784
	1617	602	6151
	469	791	6225
	1467	780	5708
	1034	953	2515
	1158	931	1365
	561	458	1910
	476	1551	8156
	626	1436	2590
	1073	375	2853
	441	1544	7189
	675	47	9902
	1861	103	2014
	713	497	821
	91	37	5259
	280	148	8910
	82	736	3876
	1423	557	3792
	857	1970	5182
	1396	193	6322
	916	33	7462
	1880	1550	1778
	1392	914	5592
	1558	757	8457
	1445	1657	882
	820	74	812
	1214	318	1144
	1277	1670	2574
	1143	253	4296
	1343	1007	6469
	340	166	5740
	896	1124	7922
	1121	1287	650
	1637	856	8787
	626	1562	9816
	795	43	9556
	127	92	5189
	1709	1356	5868
	1899	1598	1835
	1964	1822	3174
	642	1657	252
	1247	1643	8672
	831	816	593
	324	182	6208
	804	120	3117
	339	1708	3782
	1276	1243	2242
	1542	1311	3089
	978	1596	2536
	1992	262	4414
	1204	993	346
	930	118	8036
	383	1346	328
	1919	1675	6684
	1058	1606	1218
	468	1176	4538
	1397	1121	9928
	1882	543	7119
	1748	656	5320
	1865	596	3495
	268	1205	9182
	553	685	538
	868	274	7343
	1992	928	8785
	1802	417	3323
	1625	578	6834
	1810	980	1063
	253	1383	1691
	577	81	158
	414	1872	1360
	1888	1375	4814
	681	19	3477
	128	1213	8064
	101	772	7971
	284	1380	9234
	1701	415	877
	818	1004	895
	1551	189	7314
	1409	1440	312
	1839	246	9127
	413	682	7470
	1741	752	4488
	469	862	8787
	235	352	7623
	862	686	1941
	600	473	7819
	529	572	7450
	1584	702	5264
	1571	281	9275
	525	1197	2316
	602	1340	7504
	1840	374	6744
	973	71	2239
	880	1029	4846
	1403	623	2776
	1297	1214	2631
	1268	371	2994
	886	714	8824
	1750	1951	3361
	356	189	8673
	1939	616	9835
	1765	390	9046
	1124	274	4433
	759	489	2215
	867	1944	9998
	351	11	2300
	1390	36	4291
	1838	1080	4623
	71	1700	4559
	9	863	9559
	742	1499	5259
	835	583	9183
	452	1377	2040
	1189	1896	6222
	1181	1928	6697
	1201	842	4552
	870	1151	8550
	1805	755	918
	350	467	574
	1326	750	2408
	1148	1632	7929
	50	407	2698
	1544	355	731
	1599	340	995
	1927	1373	8841
	993	414	5072
	990	1545	6554
	969	102	2269
	1764	587	97
	1754	1813	1054
	495	1014	5958
	437	1961	2897
	135	214	5135
	1597	166	85
	1857	1753	1439
	700	1403	60
	1541	1840	9062
	1965	228	2453
	872	307	8189
	81	1679	9040
	1147	1312	9428
	1091	664	150
	1913	941	6158
	949	115	9900
	440	29	9692
	1170	571	577
	1360	469	1047
	492	160	3109
	770	1051	6756
	1939	211	2109
	1411	1310	4587
	8	1609	5169
	1458	1823	9722
	472	1686	3975
	286	1272	8682
	1421	270	9158
	1937	1739	7331
	1227	67	2615
	1249	1235	776
	1927	1328	6495
	1530	1860	2504
	367	1124	8047
	1073	1037	7527
	393	1171	9589
	1632	1224	5902
	1659	1761	454
	1522	652	1423
	809	207	9728
	1275	1784	2042
	1879	1532	4217
	1056	216	5889
	1067	1464	6488
	719	197	8379
	744	1187	9646
	1499	1954	9244
	1782	95	9816
	919	1765	9108
	121	434	9570
	1028	1839	3869
	1636	1092	5467
	1701	1916	5704
	1409	1876	7002
	54	57	179
	1167	1301	7218
	1293	762	9382
	190	1821	4238
	197	1523	309
	660	201	8894
	1555	1928	1246
	188	1865	3106
	995	1579	3276
	1067	399	8965
	398	455	8979
	1599	1361	2833
	652	1290	1313
