p	max	5000	20000
a	4778	4915	907
a	631	931	3490
a	3357	3313	6020
a	2562	1481	3711
a	1906	2626	8178
a	3329	2640	3249
a	4452	2936	7193
a	379	2713	5251
a	586	2937	9293
a	1420	1715	7526
a	3414	2471	3215
a	2648	1366	1351
a	366	3113	4910
a	816	466	6364
a	2865	3335	2015
a	4366	749	6416
a	74	4975	2572
a	1957	1710	7036
a	1840	4160	1647
a	4561	2351	9242
a	3353	3211	5557
a	4378	3742	7096
a	3807	3327	5997
a	159	319	2771
a	45	4747	4634
a	2680	904	3906
a	2979	4569	1499
a	4166	1224	3931
a	1277	777	3973
a	27	1241	3120
a	2654	1692	9157
a	3256	192	9274
a	3886	3688	3452
a	672	3457	404
a	1829	2943	1842
a	4435	1286	3746
a	2882	3909	858
a	4486	4644	1862
a	374	1977	894
a	4492	2297	4697
a	2966	1733	2918
a	4992	1297	5260
a	1111	85	1256
a	2695	4490	2842
a	2823	681	3428
a	12	4591	6803
a	3344	1872	1240
a	3747	3129	4158
a	3298	2495	9189
a	3514	3004	6667
a	1576	1030	7807
a	1331	1387	7727
a	4424	4653	5280
a	4233	3925	4233
a	76	2092	2254
a	4947	4388	7874
a	12	3800	1428
a	2133	4298	5500
a	2114	2306	8432
a	4673	300	5116
a	271	2378	2953
a	1548	3189	5674
a	3554	4092	6354
a	4098	1010	759
a	15	1054	6547
a	3656	3592	5457
a	1321	3633	4593
a	488	3036	8800
a	2836	3986	8627
a	3824	1513	5527
a	3098	3420	3184
a	2268	4470	2838
a	1825	772	7845
a	2051	3173	1827
a	3037	3847	6017
a	2423	1972	8591
a	2851	3175	2531
a	278	4586	7617
a	4133	3037	363
a	3645	4689	3372
a	2364	3070	511
a	2442	2700	7377
a	1436	1691	2124
a	96	639	8319
a	1252	4363	4933
a	2969	3110	7596
a	3537	1155	610
a	2181	1211	7773
a	1097	4242	3669
a	510	953	2119
a	2068	2839	6045
a	3163	4050	4082
a	3433	4100	3981
a	1289	2342	2720
a	2788	3165	4325
a	947	954	3053
a	968	1163	5141
a	4983	2069	2902
a	120	1295	8349
a	736	645	8541
a	2402	889	7816
a	4251	2274	3777
a	4761	3997	6576
a	1496	3027	7661
a	1682	1747	3393
a	2596	2328	6895
a	941	4959	7586
a	4171	4300	1687
a	4182	4123	9994
a	4877	3825	3127
a	1052	2853	1872
a	3696	4898	9959
a	460	4280	1454
a	1416	1192	649
a	705	1232	2462
a	1479	816	9062
a	808	1531	2432
a	4014	830	3185
a	4540	1161	9326
a	1886	516	4404
a	652	3959	2407
a	4105	3809	1373
a	1707	4683	3044
a	3169	538	3754
a	4587	3171	3512
a	1737	3740	5549
a	2040	291	4390
a	2376	2054	6041
a	2614	2900	3626
a	2322	896	7578
a	1698	488	7647
a	522	845	9315
a	1613	1935	9266
a	4656	1110	3165
a	968	4165	9629
a	909	3724	4486
a	4213	2292	1825
a	185	1874	9804
a	2119	4312	1943
a	4701	619	5625
a	218	3871	6991
a	349	4376	9756
a	3982	2186	5716
a	3970	3582	554
a	753	884	5919
a	336	1088	1104
a	612	1977	1239
a	1185	3967	2152
a	4053	1684	6716
a	42	1578	4954
a	4954	4322	8194
a	4092	1537	9969
a	441	3956	355
a	1894	4238	8876
a	4695	4121	8523
a	3698	4163	6664
a	4550	4349	1352
a	4678	2685	298
a	695	3240	6656
a	509	206	7380
a	2116	4277	6628
a	1114	4176	8559
a	4412	1104	9810
a	2137	3647	4647
a	1857	1841	2652
a	3446	2820	3620
a	708	3647	1293
a	2130	3511	2840
a	364	3617	5646
a	4171	1960	323
a	104	662	3233
a	1939	3908	7833
a	1118	1757	5736
a	1195	4185	260
a	1063	4029	4605
a	4004	3625	9200
a	3032	2009	5770
a	2905	2381	3839
a	2422	4968	1030
a	1251	1510	1465
a	3847	4157	7615
a	4394	3746	6735
a	1779	2280	957
a	3530	287	7988
a	2665	3446	8840
a	3943	4190	3874
a	4127	3457	3049
a	1635	3702	3049
a	4243	4600	4246
a	3178	719	3759
a	2565	3425	7543
a	3922	2026	2295
a	2896	1424	1282
a	222	1620	9216
a	3003	4761	3332
a	3464	2965	3077
a	1098	3087	9426
a	1974	2084	9156
a	909	1948	4376
a	3299	530	3719
a	1671	3880	1129
a	2590	2440	7097
a	1472	1541	9309
a	3724	4490	1993
a	3096	1835	828
a	925	1327	2323
a	1258	3016	2303
a	4906	904	9876
a	3706	1006	5221
a	3356	561	4915
a	541	907	5217
a	2638	501	4466
a	2935	2009	5967
a	55	4880	2091
a	4878	2468	6033
a	2242	3925	7215
a	2323	4847	467
a	4698	4359	6377
a	4276	4049	3606
a	4165	2882	6170
a	3915	2957	245
a	2916	477	7093
a	2879	3755	170
a	3071	2119	787
a	676	1295	727
a	2316	3015	622
a	169	2967	6839
a	456	2162	9841
a	1543	4028	8694
a	2336	2172	9546
a	4131	2749	1120
a	418	2181	4710
a	4425	541	3971
a	1259	1857	5771
a	515	4108	7944
a	1859	4791	9027
a	4441	3308	7674
a	3376	2998	5762
a	3720	1575	8565
a	768	3268	5655
a	4239	521	756
a	3586	2128	1693
a	2333	2026	1579
a	1225	4028	2969
a	3518	1279	9674
a	2260	2857	5142
a	3654	23	5894
a	3758	2365	1897
a	2912	3004	7288
a	4210	1165	8768
a	4977	4540	6672
a	2786	2549	3479
a	1842	1156	4012
a	4647	3679	5578
a	159	2077	3703
a	2976	4051	7363
a	20	1409	7046
a	2543	2076	3388
a	559	424	4853
a	4957	4709	9524
a	4954	2457	542
a	4131	3502	1949
a	4498	4512	2901
a	4957	2250	8697
a	1582	955	1568
a	3689	3813	3630
a	4588	1238	6306
a	1359	4623	2910
a	1758	4704	9169
a	4303	4277	5356
a	2803	3291	636
a	3773	1845	995
a	2692	3024	2409
a	3648	3878	6498
a	4151	574	895
a	521	4129	7533
a	3885	1624	5111
a	2963	307	1254
a	995	1694	1941
a	1371	2055	2885
a	937	793	9378
a	3197	561	1135
a	2485	1409	9441
a	4452	333	7940
a	975	946	6164
a	547	4387	6226
a	1686	4792	2319
a	3491	1204	6267
a	166	4638	8638
a	2995	2085	2873
a	3439	4338	8999
a	3015	4874	828
a	3182	1236	6810
a	4376	4256	8836
a	3121	3483	2150
a	1905	2931	4537
a	1790	1730	4364
a	1363	1915	5389
a	3460	1635	5192
a	3857	2509	3566
a	2755	2887	5253
a	265	673	4587
a	1536	3405	1298
a	226	2314	138
a	289	4179	1774
a	913	2906	5653
a	3519	970	2599
a	3212	34	5752
a	3267	3481	7673
a	2835	4636	7427
a	4847	1246	8710
a	464	1261	6827
a	1572	2813	8234
a	2637	310	3263
a	4321	149	7091
a	3952	3237	1632
a	2940	3329	357
a	214	1352	7093
a	2241	4454	1759
a	2262	2456	8479
a	3307	3196	6687
a	4043	2524	4202
a	648	4636	5007
a	304	4854	2573
a	3698	2173	6001
a	1189	4431	898
a	3711	3480	7467
a	1579	1392	7898
a	2754	425	3677
a	4227	4877	9425
a	334	249	2075
a	2302	2392	7212
a	4762	1748	3141
a	901	2086	8918
a	46	4164	1945
a	607	3077	7373
a	4655	2911	663
a	4172	1829	6856
a	2198	4498	9224
a	4600	3284	4048
a	754	3658	160
a	1178	2200	7435
a	3527	469	1809
a	2013	414	301
a	3701	3911	6702
a	227	3355	1345
a	1499	4510	6141
a	628	3784	1498
a	61	857	30
a	1271	459	8218
a	1400	1296	9614
a	571	3517	1552
a	4467	4616	2344
a	682	2242	9025
a	985	3627	8898
a	2535	544	7514
a	537	774	1222
a	3799	4111	1287
a	1279	546	9856
a	558	4407	562
a	2217	4303	1542
a	1550	128	4707
a	1633	3806	5405
a	1264	39	1074
a	3897	4317	6155
a	441	3812	6955
a	2726	1367	1003
a	3801	1313	7356
a	3930	455	9347
a	1793	3139	4618
a	4010	3947	7853
a	4534	2285	6497
a	684	646	4959
a	1592	579	6274
a	1535	3693	2487
a	2995	1411	3330
a	1285	1352	6924
a	3222	4350	6871
a	175	4337	7120
a	714	3172	375
a	1249	4857	9211
a	1573	165	5525
a	1531	2610	3927
a	3154	3410	3273
a	3319	100	1617
a	604	3513	666
a	1930	4607	2575
a	841	1165	4491
a	2868	2551	9310
a	2914	2421	3579
a	3433	3331	590
a	3530	367	8509
a	4904	3356	4369
a	4267	4464	58
a	3702	376	3203
a	4903	4519	1835
a	4111	1724	8273
a	3728	4404	6957
a	1168	3800	255
a	198	431	126
a	2317	4470	2161
a	2670	3239	6407
a	3242	1004	6316
a	2868	3627	4571
a	2774	2045	3410
a	4393	269	2727
a	569	4435	4277
a	3055	2465	149
a	4946	1542	5595
a	1509	3328	8445
a	552	4825	5150
a	4321	2456	7437
a	2358	2594	5172
a	465	3367	1309
a	2021	2361	8423
a	4760	3457	148
a	1405	2756	1103
a	110	898	3470
a	4299	1502	4102
a	3953	4513	6159
a	157	3088	8906
a	950	1751	6361
a	2902	1899	2086
a	20	3471	194
a	1811	2963	5626
a	3101	2751	8373
a	2858	4984	4628
a	4463	2571	6656
a	2594	1402	4296
a	3973	1828	3731
a	4467	1405	4603
a	2089	4831	4006
a	3794	702	6426
a	3395	3609	3388
a	2563	2199	2874
a	2903	2658	3685
a	4993	2308	3340
a	4712	126	6761
a	4909	4244	667
a	2428	4069	4395
a	4481	949	8177
a	3804	1161	7368
a	4010	1516	3888
a	2633	796	2281
a	2113	4680	7712
a	1483	421	6572
a	4712	2143	856
a	664	3791	8394
a	1531	433	3161
a	2658	3171	3723
a	635	4764	830
a	2865	2415	2591
a	1064	1535	2523
a	872	4425	3481
a	3190	4381	5530
a	4057	4707	2179
a	2340	618	2583
a	2957	4140	4575
a	2787	1219	3885
a	291	2774	5908
a	1070	1444	2224
a	1664	3845	9926
a	1756	4539	7854
a	2452	2287	835
a	2976	541	2486
a	3045	2513	4785
a	4952	3973	8853
a	3180	1336	6638
a	3870	4640	2184
a	2599	4768	5362
a	3410	2958	2565
a	2319	3669	5557
a	1994	1465	8025
a	105	2592	6200
a	1323	4356	1898
a	94	4224	499
a	3548	737	6915
a	1407	3234	8982
a	2331	3203	247
a	2113	1718	4305
a	3524	1062	5328
a	2288	700	9334
a	4701	2647	8986
a	1228	2264	3415
a	1813	868	3310
a	1538	3958	4483
a	3041	188	6093
a	1878	2150	2160
a	1893	3938	743
a	3306	2119	7323
a	3977	3472	9606
a	3654	4760	8441
a	4681	4370	8281
a	45	3913	9695
a	4081	4155	500
a	4859	2202	6938
a	3301	4325	5403
a	1392	3854	6191
a	1744	1895	927
a	2515	938	1540
a	1390	1983	9764
a	1493	3957	3069
a	4495	3223	4216
a	733	456	9034
a	1549	3876	4462
a	583	3870	1161
a	1940	1122	7937
a	337	4064	1087
a	1865	2486	5332
a	1201	122	2125
a	1085	1736	5971
a	4202	3165	2328
a	1482	2751	8356
a	1166	4498	6819
a	277	1449	4991
a	1412	4424	3189
a	892	215	4640
a	1512	444	7686
a	3438	1826	6100
a	81	4623	153
a	2055	2286	3099
a	437	597	5666
a	2069	4706	234
a	2499	2632	6057
a	4110	3183	2193
a	427	1840	776
a	3002	2936	1197
a	30	3530	9532
a	3111	3135	7871
a	493	3520	7569
a	3116	4046	3935
a	1490	4143	2156
a	968	2481	166
a	396	2698	8245
a	2298	2931	161
a	1781	973	7932
a	2469	1380	6716
a	2368	693	8155
a	2465	1645	6894
a	3075	756	1240
a	1444	187	4969
a	824	1060	8389
a	3810	2519	6163
a	238	2042	3697
a	3045	3787	783
a	1746	4273	8499
a	295	2123	3598
a	3062	3909	9413
a	418	2858	6772
a	1155	4415	5408
a	2267	4577	6165
a	4501	1527	3307
a	2392	149	8391
a	3157	90	4040
a	3524	3379	6765
a	4277	4357	1648
a	300	4267	3074
a	2128	782	3409
a	2054	3098	7326
a	4015	4652	3098
a	3662	4324	8706
a	127	2021	6330
a	4594	3901	4082
a	3705	2144	7348
a	1580	2750	3172
a	4894	2714	9376
a	778	4332	153
a	3302	2969	1507
a	4980	2920	9535
a	3936	1827	3920
a	4701	3846	4148
a	539	4090	203
a	848	3435	2114
a	839	3451	4558
a	787	972	6414
a	262	4806	8938
a	3335	1691	4485
a	4002	2127	4748
a	3157	887	9409
a	1792	4109	9098
a	1100	4466	1414
a	1481	1593	7882
a	333	1922	6600
a	1468	4892	7288
a	3707	678	1746
a	1992	3455	1229
a	1162	1239	6270
a	3927	2422	2690
a	1140	3284	6814
a	3497	2281	543
a	1245	4075	3474
a	757	4809	6657
a	656	746	8635
a	1431	1195	5716
a	3244	1136	2057
a	2381	3254	5611
a	2659	3628	9157
a	4607	521	1341
a	3249	2871	8907
a	3210	1406	24
a	1567	434	175
a	1309	478	8138
a	4893	4980	3364
a	1516	2994	9107
a	2261	4202	9697
a	1232	2553	3891
a	2444	373	4016
a	3186	960	7004
a	1822	919	1297
a	1887	2459	9364
a	1559	3264	8408
a	4712	2287	4616
a	50	501	4142
a	2812	4595	354
a	3239	3218	2641
a	745	3530	6192
a	1237	2949	1193
a	4482	4633	6477
a	314	1293	3218
a	367	3636	23
a	1477	4934	7693
a	265	3280	7419
a	333	4541	9024
a	2604	893	7507
a	1637	4367	383
a	4652	2993	4168
a	2754	4728	6695
a	1691	195	781
a	4507	4175	598
a	4366	3974	5553
a	4642	2026	9693
a	3250	739	3045
a	648	3447	9542
a	4348	74	9864
a	4349	4844	8316
a	2438	876	5613
a	4732	3724	4411
a	3518	3640	7076
a	6	3290	4382
a	3013	778	4048
a	2134	1773	8889
a	1815	1035	9373
a	36	3801	1360
a	2000	3791	60
a	4867	1680	1945
a	1124	3795	9569
a	1041	1025	2354
a	3660	3108	1444
a	263	4383	4718
a	666	4213	5832
a	3306	4682	8590
a	4122	61	3101
a	2461	141	446
a	2618	2852	2395
a	1197	4158	686
a	4327	2793	4743
a	1618	2680	1580
a	1161	1341	7516
a	2079	1536	9440
a	321	3508	1460
a	4419	4536	3547
a	2169	1330	2523
a	882	4346	10000
a	189	2751	2817
a	43	445	6648
a	278	676	1820
a	1872	4000	5378
a	4940	1604	583
a	465	483	9512
a	306	2985	4571
a	4502	1067	919
a	4345	2038	1758
a	932	2461	601
a	4949	4524	3066
a	2838	2282	2292
a	2524	2147	6656
a	2816	3884	8832
a	4698	71	5409
a	4292	1780	5776
a	1390	2077	7955
a	2738	4620	7398
a	1234	2129	8263
a	897	2335	9549
a	2117	4754	1286
a	2992	694	3436
a	1199	1451	7728
a	772	391	6427
a	2071	1022	6674
a	2239	1753	1016
a	1126	1371	986
a	2750	3556	7249
a	1463	3817	3000
a	1654	2180	229
a	274	580	555
a	2569	2876	8634
a	4019	3903	8759
a	2215	3503	528
a	2479	738	1360
a	1518	781	5293
a	2435	1544	3115
a	478	734	5665
a	3167	3242	2467
a	4761	1885	7679
a	2466	3152	6635
a	3206	2596	4046
a	2974	4608	2917
a	825	671	529
a	991	3342	6771
a	1913	248	4524
a	4271	1226	7944
a	4490	1967	6499
a	3214	1014	1499
a	1481	1013	477
a	290	4012	3689
a	2894	4597	149
a	3055	3593	8728
a	4557	4995	4357
a	2723	3519	5811
a	3708	852	6404
a	2933	3718	5973
a	4998	1523	2296
a	1233	4984	8559
a	2134	3688	1421
a	602	1834	1816
a	1293	4777	8380
a	4623	815	1614
a	4100	3644	1666
a	4481	4690	7961
a	1559	2624	913
a	3482	1880	5397
a	1932	3490	8949
a	3837	3580	3340
a	4826	4854	5550
a	3949	4847	3572
a	1044	4181	3385
a	1606	4322	4173
a	323	1276	855
a	592	2535	8938
a	38	4644	3386
a	1290	4875	8175
a	2074	957	3855
a	1085	2869	4678
a	4472	831	5587
a	3889	3795	2051
a	3264	4320	7624
a	1573	2897	371
a	2598	1727	7446
a	354	1027	4746
a	3608	460	7722
a	1956	194	6116
a	3743	2290	5709
a	3410	2875	6279
a	599	3540	3727
a	3303	2032	6251
a	4198	598	4182
a	3688	2308	1787
a	4197	1687	1803
a	3941	3172	7198
a	4288	4224	6415
a	3834	736	3579
a	4286	2315	4488
a	4728	4163	6711
a	2104	1941	5808
a	168	1218	957
a	3994	1375	3822
a	574	2225	326
a	4807	3941	4029
a	1991	1442	7439
a	3700	1258	6189
a	600	3555	1091
a	2485	1792	9824
a	2217	1878	435
a	2169	3033	5222
a	2863	3167	5148
a	286	798	3445
a	2920	654	4027
a	1675	2884	6926
a	4045	1560	2085
a	2945	251	4816
a	4348	4053	8852
a	4407	120	7683
a	335	1712	6385
a	1976	2083	2956
a	3870	1555	9121
a	3621	1687	8739
a	521	1510	1493
a	526	1853	8318
a	293	1446	1979
a	2552	2598	2161
a	2718	575	7178
a	991	4350	5833
a	492	872	5699
a	3680	3265	481
a	1487	2201	9148
a	2034	932	9618
a	4180	1916	6535
a	2693	3804	5759
a	3887	3941	5091
a	2284	2793	5574
a	1323	2014	1169
a	2620	3042	5882
a	2486	1000	7622
a	4435	1431	1997
a	1751	359	269
a	4524	2664	5780
a	820	2519	6161
a	4580	1295	4109
a	2171	875	5109
a	2665	2873	1082
a	4309	148	4211
a	1821	2642	6741
a	1814	1413	3706
a	1765	2389	659
a	3020	4477	4029
a	2967	4763	6
a	2631	1789	4415
a	1009	329	7035
a	4210	4194	4763
a	409	476	9545
a	3665	3187	1080
a	4567	1280	1600
a	1019	3710	3217
a	4149	2763	6753
a	422	3525	1758
a	3199	1345	8538
a	979	77	4810
a	285	4036	2770
a	2992	4920	2190
a	1033	2818	1544
a	2597	3236	5125
a	1602	1567	4684
a	4680	11	349
a	2150	1930	725
a	731	2087	9014
a	4615	95	9589
a	3083	498	6307
a	2221	693	1670
a	2271	2314	1308
a	151	1443	5268
a	1892	4133	719
a	1140	3666	2199
a	1099	1095	4819
a	3713	3191	6708
a	4234	2918	3118
a	2853	2584	3185
a	1289	4784	3909
a	3853	307	9303
a	2922	2173	6645
a	1991	681	4981
a	87	3097	5228
a	1333	2779	5430
a	3201	4656	7392
a	2023	3096	2934
a	1581	3889	2155
a	3353	4973	2030
a	4388	313	1967
a	307	202	7916
a	541	3588	8297
a	3178	2725	3458
a	94	2618	2005
a	3612	3760	6230
a	101	1478	2115
a	1374	983	9222
a	2680	2041	2616
a	2606	481	8338
a	4007	3785	7299
a	4518	1678	4139
a	4379	2072	6457
a	1010	4708	5624
a	2549	4478	1666
a	1884	2671	9496
a	4291	1425	2667
a	542	1883	3284
a	17	3477	9051
a	1444	2170	4500
a	4910	2205	3655
a	3868	4993	8359
a	4586	4963	5003
a	3455	4513	8966
a	354	1148	3200
a	4545	3289	6323
a	3136	3630	3110
a	179	4007	1932
a	1748	73	6446
a	1462	803	4420
a	4384	4411	4214
a	4039	2223	7336
a	3231	686	4301
a	4216	2267	7797
a	2685	1428	9571
a	1465	4729	2929
a	4798	2230	6899
a	4252	4962	8049
a	1390	577	3753
a	4574	1610	5159
a	4896	3394	2677
a	3865	1149	6728
a	2619	744	5183
a	4346	3966	7706
a	4001	2951	5327
a	4855	51	3482
a	58	4809	7080
a	3966	3635	7402
